Datetime,Close,High,Low,Open,Volume,ATM_Strike,EMA_5,EMA_15,Close_fut,Open_Interest,IV_CE,IV_PE,LTP_CE,LTP_PE,OI_CE,OI_PE,Volume_CE,Volume_PE
2025-10-27 04:35:00+00:00,25964.19921875,25967.44921875,25926.599609375,25930.25,0,25950,25941.60789456903,25913.49707499151,26016.1276171875,126372,0.13355781275156095,0.14740209028851153,100.0,110.0,32800.333333333336,17394.333333333332,6050.333333333333,6362.0
2025-10-27 04:40:00+00:00,25961.849609375,25974.849609375,25955.69921875,25964.349609375,0,25950,25948.355132837693,25919.541141789443,26013.77330859375,173450,0.16012751957701352,0.15576602599434033,100.0,110.0,22456.333333333332,17126.0,3330.3333333333335,4416.666666666667
2025-10-27 04:45:00+00:00,25966.5,25970.19921875,25957.25,25962.75,0,25950,25954.4034218918,25925.410999065763,26018.433,154299,0.15614468958309588,0.14371812654854496,100.0,110.0,33562.333333333336,29460.333333333332,5502.666666666667,6425.666666666667
2025-10-27 04:50:00+00:00,25975.30078125,25976.650390625,25964.349609375,25965.75,0,26000,25961.36920834453,25931.647221838797,26027.2513828125,291119,0.15271743743268704,0.15567296557009694,100.0,110.0,30521.333333333332,39091.0,7101.0,8782.0
2025-10-27 04:55:00+00:00,25970.25,25978.650390625,25964.900390625,25974.900390625,0,25950,25964.32947222969,25936.472569108944,26022.1905,338980,0.154618034445602,0.14388750945126064,100.0,110.0,24676.0,22413.666666666668,8241.333333333334,9129.0
2025-10-27 05:00:00+00:00,25965.05078125,25971.150390625,25956.75,25969.80078125,0,25950,25964.5699085698,25940.044845626577,26016.9808828125,417470,0.15424526021050314,0.15113608268994141,100.0,110.0,21020.333333333332,35263.0,4345.0,5661.333333333333
2025-10-27 05:05:00+00:00,25957.30078125,25965.55078125,25946.75,25965.55078125,0,25950,25962.146866129868,25942.201837579505,26009.2153828125,110922,0.14992745311956965,0.16588291370046127,100.0,110.0,35475.666666666664,34836.666666666664,6790.333333333333,6045.0
2025-10-27 05:10:00+00:00,25963.5,25966.900390625,25955.94921875,25957.5,0,25950,25962.597910753248,25944.864107882066,26015.427,164987,0.13478579264820031,0.15489661565194499,100.0,110.0,28050.0,26706.333333333332,6205.333333333333,6247.0
2025-10-27 05:15:00+00:00,25956.849609375,25966.44921875,25956.19921875,25963.75,0,25950,25960.681810293838,25946.36229556868,26008.76330859375,225913,0.15843819843249354,0.1467711636211815,100.0,110.0,20762.0,11785.666666666666,6446.0,5733.0
2025-10-27 05:20:00+00:00,25955.80078125,25966.0,25949.55078125,25957.5,0,25950,25959.05480061256,25947.542106278845,26007.7123828125,150166,0.12933579830469674,0.1623608558352054,100.0,110.0,31509.0,31871.0,4579.333333333333,6536.666666666667
2025-10-27 05:25:00+00:00,25966.44921875,25967.80078125,25952.150390625,25955.30078125,0,25950,25961.51960665837,25949.905495337734,26018.3821171875,215748,0.15756572472660332,0.15658961272901023,100.0,110.0,29162.333333333332,25031.666666666668,4536.0,5871.666666666667
2025-10-27 05:30:00+00:00,25967.69921875,25979.400390625,25960.44921875,25966.55078125,0,25950,25963.579477355583,25952.12971076427,26019.6346171875,491159,0.1591191320415286,0.14791500281170633,100.0,110.0,31658.666666666668,37179.0,6390.0,5203.333333333333
2025-10-27 05:35:00+00:00,25970.69921875,25976.05078125,25960.30078125,25968.900390625,0,25950,25965.95272448705,25954.450899262487,26022.6406171875,495262,0.1468049362880047,0.15550709026687487,100.0,110.0,31583.0,27400.333333333332,5396.333333333333,7556.0
2025-10-27 05:40:00+00:00,25976.30078125,25981.30078125,25969.75,25973.099609375,0,26000,25969.40207674137,25957.182134510927,26028.2533828125,203871,0.14111146449501544,0.15575641869348314,100.0,110.0,28291.0,28526.333333333332,3587.3333333333335,6806.666666666667
2025-10-27 05:45:00+00:00,25968.19921875,25980.94921875,25965.80078125,25975.650390625,0,25950,25969.001124077586,25958.55927004081,26020.1356171875,499909,0.1533444886277401,0.1432301731174901,100.0,110.0,27979.0,38436.666666666664,7367.666666666667,5884.333333333333
2025-10-27 05:50:00+00:00,25980.44921875,25981.650390625,25967.099609375,25968.69921875,0,26000,25972.817155635057,25961.295513629462,26032.4101171875,178729,0.1431031846647667,0.15152405851218112,100.0,110.0,31416.666666666668,31677.0,3209.3333333333335,6349.666666666667
2025-10-27 05:55:00+00:00,25977.849609375,25986.900390625,25973.69921875,25981.849609375,0,26000,25974.49464021504,25963.364775597656,26029.80530859375,355121,0.15082409858443716,0.16091494592800756,100.0,110.0,22263.333333333332,38822.333333333336,6530.333333333333,4937.0
2025-10-27 06:00:00+00:00,25972.19921875,25979.349609375,25969.5,25978.44921875,0,25950,25973.72949972669,25964.4690809917,26024.1436171875,328963,0.16583424466081395,0.1411862554125459,100.0,110.0,15118.666666666666,23700.666666666668,6072.0,6142.333333333333
2025-10-27 06:05:00+00:00,25973.05078125,25978.650390625,25969.30078125,25972.400390625,0,25950,25973.503260234465,25965.54179352399,26024.9968828125,479983,0.14080094007198454,0.13313588137936683,100.0,110.0,33108.333333333336,30407.0,7160.666666666667,6810.666666666667
2025-10-27 06:10:00+00:00,25957.25,25975.099609375,25955.150390625,25973.650390625,0,25950,25968.08550682298,25964.50531933349,26009.1645,169437,0.14569706947915204,0.15350019909298396,100.0,110.0,43330.333333333336,29487.666666666668,5007.333333333333,5932.666666666667
2025-10-27 06:15:00+00:00,25961.69921875,25964.349609375,25946.25,25957.19921875,0,25950,25965.95674413199,25964.154556760557,26013.6226171875,323217,0.15900140932947113,0.1470128589422331,100.0,110.0,38259.333333333336,30954.333333333332,3809.6666666666665,4665.666666666667
2025-10-27 06:20:00+00:00,25971.099609375,25972.80078125,25959.849609375,25961.150390625,0,25950,25967.67103254633,25965.02268833736,26023.04180859375,216673,0.15313618421787575,0.15149350972711187,100.0,110.0,28279.0,42717.666666666664,5855.0,8430.333333333334
2025-10-27 06:25:00+00:00,25994.900390625,25995.099609375,25971.30078125,25971.30078125,0,26000,25976.747485239222,25968.757401123312,26046.89019140625,415812,0.15080761177001983,0.15191263976412794,100.0,110.0,28351.666666666668,33306.0,3652.0,4669.333333333333
2025-10-27 06:30:00+00:00,25997.099609375,26001.44921875,25993.150390625,25994.94921875,0,26000,25983.53152661781,25972.30017715477,26049.09380859375,437001,0.15879351392953037,0.15305222566611187,100.0,110.0,29184.666666666668,31898.666666666668,5027.0,3594.0
2025-10-27 06:35:00+00:00,25993.650390625,26004.900390625,25989.80078125,25998.0,0,26000,25986.90448128688,25974.96895383855,26045.63769140625,443510,0.15217719814580064,0.1433646655126027,100.0,110.0,21621.333333333332,34903.0,4188.333333333333,8491.333333333334
2025-10-27 06:40:00+00:00,25996.25,25998.099609375,25990.94921875,25993.849609375,0,26000,25990.01965419125,25977.62908460873,26048.2425,326399,0.13579139493195727,0.14857414570564761,100.0,110.0,32252.333333333332,30884.333333333332,2518.3333333333335,7965.333333333333
2025-10-27 06:45:00+00:00,25990.5,26001.099609375,25987.349609375,25996.849609375,0,26000,25990.17976946084,25979.23794903264,26042.481,277464,0.1473886147272041,0.16262928062527945,100.0,110.0,12017.666666666666,29573.666666666668,8595.666666666666,6266.666666666667
2025-10-27 06:50:00+00:00,25987.0,25991.400390625,25982.599609375,25991.05078125,0,26000,25989.119846307225,25980.208205403564,26038.974,143445,0.13983307236713635,0.14952846747941487,100.0,110.0,31763.333333333332,25645.666666666668,6969.666666666667,6511.666666666667
2025-10-27 06:55:00+00:00,25968.900390625,25993.80078125,25965.69921875,25987.75,0,25950,25982.380027746483,25978.794728556244,26020.83819140625,103572,0.1597945513802231,0.14035970277986362,100.0,110.0,24295.333333333332,11805.666666666666,6881.0,5685.333333333333
2025-10-27 07:00:00+00:00,25976.0,25977.75,25957.150390625,25969.900390625,0,26000,25980.253351830997,25978.445387486718,26027.952,469431,0.13678278011321632,0.16149811431736863,100.0,110.0,44892.666666666664,22484.333333333332,7362.666666666667,6763.333333333333
2025-10-27 07:05:00+00:00,25977.94921875,25979.30078125,25966.69921875,25975.94921875,0,26000,25979.485307470663,25978.383366394624,26029.9051171875,241230,0.16491926379837973,0.15169091038510482,100.0,110.0,40353.0,21995.666666666668,4029.0,7107.0
2025-10-27 07:10:00+00:00,25974.30078125,25980.69921875,25969.80078125,25977.25,0,25950,25977.75713206378,25977.873043251548,26026.2493828125,172444,0.14462873010808755,0.1524323616210146,100.0,110.0,34927.666666666664,27500.333333333332,5343.333333333333,3207.0
2025-10-27 07:15:00+00:00,25964.69921875,25983.0,25964.5,25974.900390625,0,25950,25973.40449429252,25976.22631518885,26016.6286171875,262546,0.13119810377334248,0.14337485846558481,100.0,110.0,18113.333333333332,27514.666666666668,6241.333333333333,6343.333333333333
2025-10-27 07:20:00+00:00,25976.94921875,25977.05078125,25956.30078125,25964.44921875,0,26000,25974.586069111683,25976.316678134,26028.9031171875,371736,0.14042652064540231,0.1369346711796745,100.0,110.0,18979.333333333332,22176.333333333332,3993.6666666666665,3930.3333333333335
2025-10-27 07:25:00+00:00,25974.400390625,25979.5,25971.5,25978.0,0,25950,25974.524176282797,25976.07714219537,26026.34919140625,268070,0.14900151865890904,0.15293819506595482,100.0,110.0,42025.333333333336,26718.333333333332,8347.0,3509.6666666666665
2025-10-27 07:30:00+00:00,25971.69921875,25977.650390625,25967.44921875,25974.69921875,0,25950,25973.582523771867,25975.5299017647,26023.6426171875,223700,0.16211484670770482,0.14935050007588968,100.0,110.0,20344.0,28701.0,5614.333333333333,7770.666666666667
2025-10-27 07:35:00+00:00,25963.900390625,25972.94921875,25962.55078125,25972.0,0,25950,25970.355146056245,25974.07621287224,26015.82819140625,415618,0.14114352747638326,0.15116690674866282,100.0,110.0,42072.333333333336,29386.0,6891.333333333333,6010.333333333333
2025-10-27 07:40:00+00:00,25970.599609375,25972.0,25958.25,25964.849609375,0,25950,25970.43663382917,25973.641637435085,26022.54080859375,380292,0.15661289351237648,0.15581842913265406,100.0,110.0,24421.333333333332,15698.666666666666,4992.0,5171.333333333333
2025-10-27 07:45:00+00:00,25940.0,25971.0,25937.30078125,25970.650390625,0,25950,25960.29108921945,25969.436432755698,25991.88,367803,0.1518801600938514,0.14579172796803377,100.0,110.0,19791.0,24467.0,5408.0,3424.3333333333335
2025-10-27 07:50:00+00:00,25943.44921875,25944.099609375,25918.400390625,25940.099609375,0,25950,25954.6771323963,25966.188031004986,25995.3361171875,181900,0.1516916614943853,0.13164132923194746,100.0,110.0,20258.0,31744.666666666668,5763.0,6196.666666666667
2025-10-27 07:55:00+00:00,25939.55078125,25948.94921875,25934.19921875,25943.599609375,0,25950,25949.635015347536,25962.858374785614,25991.4298828125,350285,0.13353380330370523,0.15925220905603876,100.0,110.0,25220.333333333332,21138.0,6354.0,4028.6666666666665
2025-10-27 08:00:00+00:00,25925.44921875,25940.25,25924.849609375,25940.25,0,25950,25941.57308314836,25958.182230281163,25977.3001171875,402015,0.14118040104939142,0.15408275122225637,100.0,110.0,38775.666666666664,27636.0,6675.0,6003.333333333333
2025-10-27 08:05:00+00:00,25941.30078125,25942.94921875,25921.05078125,25926.849609375,0,25950,25941.48231584891,25956.072049152262,25993.1833828125,460820,0.16292964481203293,0.1638758350961449,100.0,110.0,20197.333333333332,30787.333333333332,5825.0,5655.333333333333
2025-10-27 08:10:00+00:00,25944.650390625,25944.849609375,25932.44921875,25942.099609375,0,25950,25942.538340774277,25954.64434183636,25996.53969140625,102073,0.1421229523660346,0.13976608905120147,100.0,110.0,16914.333333333332,25175.666666666668,4902.0,7856.666666666667
2025-10-27 08:15:00+00:00,25947.75,25947.75,25934.44921875,25944.44921875,0,25950,25944.275560516184,25953.78254910681,25999.6455,475227,0.16099011077066727,0.14469813380346186,100.0,110.0,28389.0,26666.0,7025.666666666667,4147.666666666667
2025-10-27 08:20:00+00:00,25963.5,25966.099609375,25947.80078125,25948.0,0,25950,25950.68370701079,25954.99723046846,26015.427,270691,0.13784532199937616,0.13558847404835406,100.0,110.0,24358.333333333332,26618.0,2797.3333333333335,2328.0
2025-10-27 08:25:00+00:00,25954.25,25963.30078125,25949.5,25963.150390625,0,25950,25951.87247134053,25954.903826659905,26006.1585,161925,0.1663958442913355,0.16375734757348995,100.0,110.0,31650.666666666668,33322.0,5741.333333333333,5548.666666666667
2025-10-27 08:30:00+00:00,25956.150390625,25960.849609375,25948.55078125,25954.30078125,0,25950,25953.29844443536,25955.05964715554,26008.06269140625,306091,0.1402569311435305,0.14411042364709728,100.0,110.0,34328.0,28837.0,6794.333333333333,5543.0
2025-10-27 08:35:00+00:00,25959.099609375,25964.099609375,25952.94921875,25958.349609375,0,25950,25955.232166081907,25955.56464243297,26011.01780859375,458514,0.14867881472197578,0.14839681900550214,100.0,110.0,32188.0,19548.666666666668,5849.666666666667,7300.0
2025-10-27 08:40:00+00:00,25938.5,25959.400390625,25936.099609375,25958.849609375,0,25950,25949.654777387943,25953.43156212885,25990.377,189364,0.15058223217062947,0.15042973125277406,100.0,110.0,24686.0,29327.333333333332,4491.0,6622.0
2025-10-27 08:45:00+00:00,25983.150390625,25984.099609375,25938.05078125,25939.30078125,0,26000,25960.819981800298,25957.14641569087,26035.11669140625,468176,0.1390270517164388,0.14706955059218843,100.0,110.0,30998.333333333332,33042.0,7737.666666666667,5196.333333333333
2025-10-27 08:50:00+00:00,25976.80078125,25983.5,25960.94921875,25983.5,0,26000,25966.1469149502,25959.60321138576,26028.7543828125,292770,0.1501555233376772,0.15074827176782693,100.0,110.0,29846.666666666668,44024.0,6787.666666666667,4980.666666666667
2025-10-27 08:55:00+00:00,25977.80078125,25979.400390625,25969.849609375,25977.0,0,26000,25970.03153705013,25961.877907618797,26029.7563828125,190996,0.13732368366468697,0.1466674601851779,100.0,110.0,28124.0,25404.333333333332,3170.3333333333335,5059.0
2025-10-27 09:00:00+00:00,25978.75,25984.900390625,25972.75,25977.150390625,0,26000,25972.93769136676,25963.986919166444,26030.7075,190024,0.1643133799869937,0.15711765685601137,100.0,110.0,13377.0,19006.666666666668,4588.333333333333,1706.3333333333333
2025-10-27 09:05:00+00:00,25969.349609375,25983.150390625,25968.5,25979.0,0,25950,25971.741664036177,25964.657255442515,26021.28830859375,253851,0.14321728241337814,0.17638892787433727,100.0,110.0,17817.0,25642.666666666668,5530.0,8913.0
2025-10-27 09:10:00+00:00,25967.05078125,25972.349609375,25960.400390625,25970.05078125,0,25950,25970.178036440782,25964.95644616845,26018.9848828125,405986,0.14339817947063818,0.13962359205260466,100.0,110.0,23252.333333333332,31010.0,6004.666666666667,6275.666666666667
2025-10-27 09:15:00+00:00,25929.849609375,25971.400390625,25929.349609375,25967.19921875,0,25950,25956.73522741886,25960.56809156927,25981.70930859375,124811,0.12925560318022986,0.1510188510584795,100.0,110.0,26661.333333333332,11793.333333333334,4566.333333333333,6492.333333333333
2025-10-27 09:20:00+00:00,25949.44921875,25957.30078125,25926.75,25929.19921875,0,25950,25954.306557862576,25959.17823246686,26001.3481171875,399961,0.14217588002807127,0.1653561154129188,100.0,110.0,32188.0,45030.666666666664,7708.333333333333,4925.666666666667
2025-10-27 09:25:00+00:00,25958.19921875,25960.05078125,25945.650390625,25949.75,0,25950,25955.60411149172,25959.055855752253,26010.1156171875,239274,0.15186026077074152,0.1477880868539074,100.0,110.0,33953.666666666664,28848.333333333332,6185.0,7189.0
2025-10-27 09:30:00+00:00,25948.5,25968.599609375,25947.650390625,25958.400390625,0,25950,25953.23607432781,25957.73637378322,26000.397,149723,0.1422856944520703,0.15054621323704478,100.0,110.0,16846.333333333332,32676.333333333332,6142.0,6261.0
2025-10-27 09:35:00+00:00,25968.900390625,25970.150390625,25945.80078125,25948.650390625,0,25950,25958.457513093545,25959.131875888444,26020.83819140625,221352,0.15654269942746205,0.1454232898048233,100.0,110.0,21106.666666666668,25253.333333333332,7160.333333333333,5289.666666666667
2025-10-27 09:40:00+00:00,25963.80078125,25970.650390625,25961.69921875,25970.19921875,0,25950,25960.238602479032,25959.71548905864,26015.7283828125,126674,0.14856830368440532,0.14142885355687787,100.0,110.0,25809.666666666668,24287.666666666668,3996.0,8408.666666666666
2025-10-27 09:45:00+00:00,25968.05078125,25969.349609375,25958.05078125,25963.75,0,25950,25962.84266206936,25960.75740058256,26019.9868828125,445563,0.13632301721628803,0.16375154843693976,100.0,110.0,40066.333333333336,26933.666666666668,2947.0,4802.333333333333
2025-10-27 09:50:00+00:00,25967.25,25970.599609375,25962.400390625,25968.650390625,0,25950,25964.311774712907,25961.56897550974,26019.1845,442139,0.15618287652385968,0.1643442149152915,100.0,110.0,31012.333333333332,19955.0,5383.333333333333,5033.333333333333
2025-10-27 09:55:00+00:00,25974.0,25981.0,25966.94921875,25966.94921875,0,25950,25967.54118314194,25963.122853571025,26025.948,273167,0.14850523149690328,0.14446186103678968,100.0,110.0,17364.0,18163.0,5685.333333333333,4443.333333333333
2025-10-28 03:45:00+00:00,25968.099609375,26004.05078125,25937.099609375,25937.099609375,0,25950,25967.72732521963,25963.74494804652,26020.03580859375,256276,0.13912178874838244,0.14712292984666056,100.0,110.0,40463.666666666664,25832.666666666668,5791.333333333333,3759.0
2025-10-28 03:50:00+00:00,25971.349609375,25999.19921875,25952.599609375,25968.05078125,0,25950,25968.93475327142,25964.695530712583,26023.29230859375,319766,0.1550843513558518,0.14200307696934492,100.0,110.0,15918.0,24928.0,6359.0,5122.666666666667
2025-10-28 03:55:00+00:00,25988.849609375,25988.849609375,25956.099609375,25971.849609375,0,26000,25975.57303863928,25967.714790545386,26040.82730859375,179890,0.15385875934972096,0.15468987064749126,100.0,110.0,34870.666666666664,24222.333333333332,6541.666666666667,4524.666666666667
2025-10-28 04:00:00+00:00,26028.80078125,26032.69921875,25978.099609375,25987.44921875,0,26050,25993.31561950952,25975.350539383464,26080.8583828125,322862,0.14858536276292433,0.14757384259974024,100.0,110.0,28096.0,19136.666666666668,6779.0,4846.0
2025-10-28 04:05:00+00:00,26024.400390625,26039.25,26024.400390625,26028.650390625,0,26000,26003.67720988135,25981.48177078865,26076.44919140625,390818,0.15182307761987032,0.15078440232607118,100.0,110.0,35235.0,36907.333333333336,6351.0,5091.0
2025-10-28 04:10:00+00:00,26019.5,26040.900390625,26007.55078125,26024.849609375,0,26000,26008.95147325424,25986.23404944007,26071.539,352292,0.14948408709358937,0.15062297835746982,100.0,110.0,28626.666666666668,21756.0,3733.0,4239.666666666667
2025-10-28 04:15:00+00:00,26009.5,26027.30078125,26005.19921875,26019.599609375,0,26000,26009.134315502823,25989.14229326006,26061.519,153719,0.1717767771192894,0.16573483311362086,100.0,110.0,28612.333333333332,35654.333333333336,4294.333333333333,6969.333333333333
2025-10-28 04:20:00+00:00,25971.44921875,26013.30078125,25959.849609375,26010.099609375,0,25950,25996.572616585217,25986.930658946305,26023.3921171875,380831,0.14716585867068058,0.1684225971628273,100.0,110.0,25215.666666666668,29802.0,6274.0,5260.333333333333
2025-10-28 04:25:00+00:00,25970.30078125,25981.900390625,25956.05078125,25973.400390625,0,25950,25987.815338140143,25984.851924234263,26022.2413828125,133250,0.1337896665335487,0.16063722956544732,100.0,110.0,39874.0,46198.666666666664,2399.6666666666665,3663.3333333333335
2025-10-28 04:30:00+00:00,25928.650390625,25970.05078125,25927.44921875,25969.5,0,25950,25968.09368896843,25977.826732533107,25980.50769140625,100939,0.13513319953921427,0.16690515768477013,100.0,110.0,17817.0,25671.333333333332,5551.333333333333,5411.0
2025-10-28 04:35:00+00:00,25907.19921875,25932.349609375,25895.55078125,25928.650390625,0,25900,25947.79553222896,25968.99829331022,25959.0136171875,140614,0.14361496755557104,0.1503031442524266,100.0,110.0,36484.333333333336,30133.666666666668,4886.333333333333,3211.3333333333335
2025-10-28 04:40:00+00:00,25905.25,25907.900390625,25886.55078125,25907.55078125,0,25900,25933.61368815264,25961.02975664644,25957.0605,368742,0.15550610994523115,0.14350001882500732,100.0,110.0,28925.0,24302.666666666668,6992.333333333333,7436.666666666667
2025-10-28 04:45:00+00:00,25901.349609375,25912.5,25893.05078125,25905.099609375,0,25900,25922.85899522676,25953.56973823751,25953.15230859375,246906,0.1532593410794929,0.14655828695441286,100.0,110.0,24551.666666666668,17061.666666666668,5654.0,8561.333333333334
2025-10-28 04:50:00+00:00,25898.400390625,25910.150390625,25886.900390625,25901.099609375,0,25900,25914.706127026177,25946.673569785948,25950.19719140625,442831,0.1476882882829775,0.13970591695926426,100.0,110.0,24191.333333333332,30089.0,6106.333333333333,5587.333333333333
2025-10-28 04:55:00+00:00,25901.5,25908.349609375,25887.900390625,25899.25,0,25900,25910.30408468412,25941.026873562703,25953.303,132151,0.1436142759457873,0.14959253578339382,100.0,110.0,27632.666666666668,24840.0,4447.0,5752.333333333333
2025-10-28 05:00:00+00:00,25880.80078125,25902.5,25871.400390625,25901.150390625,0,25900,25900.46965020608,25933.498612023614,25932.5623828125,260899,0.1471773177050373,0.1380720555309403,100.0,110.0,28313.333333333332,21380.0,7836.0,4728.333333333333
2025-10-28 05:05:00+00:00,25870.650390625,25885.55078125,25866.80078125,25880.900390625,0,25850,25890.529897012388,25925.64258434879,25922.39169140625,334879,0.16775624308941509,0.15633065716695052,100.0,110.0,30774.333333333332,23176.0,4775.666666666667,3847.3333333333335
2025-10-28 05:10:00+00:00,25891.150390625,25893.44921875,25870.94921875,25873.150390625,0,25900,25890.736728216594,25921.331060133318,25942.93269140625,125973,0.13685424686576245,0.15668530676674852,100.0,110.0,22240.333333333332,16755.0,5329.666666666667,4186.666666666667
2025-10-28 05:15:00+00:00,25889.69921875,25904.349609375,25882.650390625,25891.349609375,0,25900,25890.39089172773,25917.3770799604,25941.4786171875,474081,0.136832819925304,0.1455710212597965,100.0,110.0,19640.333333333332,28707.666666666668,4604.666666666667,6288.0
2025-10-28 05:20:00+00:00,25858.25,25889.900390625,25857.75,25889.5,0,25850,25879.677261151824,25909.98619496535,25909.9665,432630,0.15368108283894363,0.14187355867728646,100.0,110.0,28310.666666666668,36260.666666666664,4785.333333333333,6709.333333333333
2025-10-28 05:25:00+00:00,25862.5,25867.099609375,25854.150390625,25857.80078125,0,25850,25873.95150743455,25904.05042059468,25914.225,104026,0.14579471334289482,0.15560070122365,100.0,110.0,19128.0,35682.0,8794.0,5485.0
2025-10-28 05:30:00+00:00,25841.94921875,25865.05078125,25840.19921875,25861.650390625,0,25850,25863.28407787304,25896.28777036409,25893.6331171875,366412,0.14419094234614285,0.15275345367215554,100.0,110.0,14752.666666666666,17346.0,6968.0,8280.0
2025-10-28 05:35:00+00:00,25852.80078125,25855.25,25840.75,25842.44921875,0,25850,25859.78964566536,25890.851896724835,25904.5063828125,370274,0.15811079681348625,0.1358309064079574,100.0,110.0,26133.666666666668,23949.666666666668,3797.6666666666665,8902.0
2025-10-28 05:40:00+00:00,25852.30078125,25858.349609375,25847.55078125,25853.25,0,25850,25857.29335752691,25886.03300729048,25904.0053828125,220830,0.14452407542579757,0.15501725977693692,100.0,110.0,24372.0,22754.666666666668,6736.666666666667,7147.666666666667
2025-10-28 05:45:00+00:00,25862.05078125,25867.94921875,25844.69921875,25852.25,0,25850,25858.87916543461,25883.03522903542,25913.7748828125,238338,0.13189546748640588,0.15928321282093535,100.0,110.0,22212.333333333332,34386.0,3699.0,6154.666666666667
2025-10-28 05:50:00+00:00,25871.55078125,25876.19921875,25858.5,25862.0,0,25850,25863.103037373075,25881.599673062243,25923.2938828125,450962,0.15709949980117963,0.15655620242730892,100.0,110.0,32905.666666666664,17947.333333333332,4485.0,4863.666666666667
2025-10-28 05:55:00+00:00,25880.19921875,25892.69921875,25870.5,25870.5,0,25900,25868.80176449872,25881.42461627321,25931.959617187506,466686,0.1586123473718359,0.16861246244378236,100.0,110.0,32527.333333333332,22388.333333333332,6010.333333333333,5463.0
2025-10-28 06:00:00+00:00,25872.5,25893.849609375,25872.5,25879.80078125,0,25850,25870.034509665813,25880.309039239062,25924.245,373631,0.14272448925000422,0.14988882214155874,100.0,110.0,32682.333333333332,36244.0,2483.3333333333335,6755.666666666667
2025-10-28 06:05:00+00:00,25881.150390625,25882.849609375,25869.75,25872.849609375,0,25900,25873.73980331888,25880.414208162303,25932.91269140625,142061,0.16245129088080382,0.14951655538156983,100.0,110.0,19262.0,35403.666666666664,4094.6666666666665,6422.0
2025-10-28 06:10:00+00:00,25878.05078125,25894.5,25877.099609375,25881.19921875,0,25900,25875.176795962587,25880.118779798264,25929.8068828125,365694,0.16226883931492178,0.1364441032635042,100.0,110.0,31574.666666666668,23269.666666666668,5645.333333333333,6980.666666666667
2025-10-28 06:15:00+00:00,25887.5,25891.55078125,25869.599609375,25877.5,0,25900,25879.28453064173,25881.04143232348,25939.275,356635,0.14532904830890356,0.149032647181968,100.0,110.0,17368.666666666668,26666.666666666668,4566.666666666667,6646.0
2025-10-28 06:20:00+00:00,25877.05078125,25899.400390625,25877.0,25887.69921875,0,25900,25878.539947511155,25880.54260093929,25928.8048828125,176201,0.14939951418721828,0.1449089468354604,100.0,110.0,36355.0,27137.333333333332,5003.666666666667,4935.0
