Datetime,Close,High,Low,Open,Volume,ATM_Strike,EMA_5,EMA_15,Close_fut,Open_Interest,IV_CE,IV_PE,LTP_CE,LTP_PE,OI_CE,OI_PE,Volume_CE,Volume_PE,Delta_CE,Gamma,Theta_CE,Vega,Delta_PE,Theta_PE,Avg_IV,IV_Spread,PCR_OI,Futures_Basis,Delta_Neutral_Ratio,Gamma_Exposure
2025-10-27 04:35:00+00:00,25964.19921875,25967.44921875,25926.599609375,25930.25,0,25950,25941.60789456903,25913.49707499151,26016.1276171875,126372,0.1335578127515609,0.1474020902885115,100.0,110.0,32800.333333333336,17394.333333333332,6050.333333333333,6362.0,,,,,,,0.1404799515200362,-0.013844277536950611,0.5303096513246816,0.0019999999999999888,,
2025-10-27 04:40:00+00:00,25961.849609375,25974.849609375,25955.69921875,25964.349609375,0,25950,25948.355132837693,25919.541141789443,26013.77330859375,173450,0.1601275195770135,0.1557660259943403,100.0,110.0,22456.33333333333,17126.0,3330.333333333333,4416.666666666667,,,,,,,0.1579467727856769,0.0043614935826731815,0.762635633600024,0.002000000000000027,,
2025-10-27 04:45:00+00:00,25966.5,25970.19921875,25957.25,25962.75,0,25950,25954.4034218918,25925.410999065763,26018.433,154299,0.1561446895830958,0.1437181265485449,100.0,110.0,33562.333333333336,29460.33333333333,5502.666666666667,6425.666666666667,,,,,,,0.14993140806582034,0.012426563034550892,0.8777796537785412,0.0020000000000000347,,
2025-10-27 04:50:00+00:00,25975.30078125,25976.650390625,25964.349609375,25965.75,0,26000,25961.36920834453,25931.6472218388,26027.2513828125,291119,0.152717437432687,0.1556729655700969,100.0,110.0,30521.33333333333,39091.0,7101.0,8782.0,,,,,,,0.15419520150139196,-0.002955528137409902,1.2807762876239572,0.0020000000000000425,,
2025-10-27 04:55:00+00:00,25970.25,25978.650390625,25964.900390625,25974.900390625,0,25950,25964.32947222969,25936.472569108944,26022.1905,338980,0.154618034445602,0.1438875094512606,100.0,110.0,24676.0,22413.666666666668,8241.333333333334,9129.0,,,,,,,0.14925277194843128,0.010730524994341378,0.9083184740908846,0.0020000000000000235,,
2025-10-27 05:00:00+00:00,25965.05078125,25971.150390625,25956.75,25969.80078125,0,25950,25964.5699085698,25940.044845626577,26016.9808828125,417470,0.1542452602105031,0.1511360826899414,100.0,110.0,21020.33333333333,35263.0,4345.0,5661.333333333333,,,,,,,0.15269067145022225,0.0031091775205617234,1.6775661660931482,0.001999999999999952,,
2025-10-27 05:05:00+00:00,25957.30078125,25965.55078125,25946.75,25965.55078125,0,25950,25962.146866129868,25942.201837579505,26009.2153828125,110922,0.1499274531195696,0.1658829137004612,100.0,110.0,35475.666666666664,34836.666666666664,6790.333333333333,6045.0,,,,,,,0.15790518341001542,-0.015955460580891617,0.981987653508978,0.0020000000000000404,,
2025-10-27 05:10:00+00:00,25963.5,25966.900390625,25955.94921875,25957.5,0,25950,25962.597910753248,25944.864107882066,26015.427,164987,0.1347857926482003,0.1548966156519449,100.0,110.0,28050.0,26706.33333333333,6205.333333333333,6247.0,,,,,,,0.1448412041500726,-0.020110823003744616,0.9520974450386214,0.0019999999999999875,,
2025-10-27 05:15:00+00:00,25956.849609375,25966.44921875,25956.19921875,25963.75,0,25950,25960.68181029384,25946.36229556868,26008.76330859375,225913,0.1584381984324935,0.1467711636211815,100.0,110.0,20762.0,11785.666666666666,6446.0,5733.0,,,,,,,0.1526046810268375,0.011667034811311983,0.5676556529557204,0.0019999999999999484,,
2025-10-27 05:20:00+00:00,25955.80078125,25966.0,25949.55078125,25957.5,0,25950,25959.05480061256,25947.542106278845,26007.7123828125,150166,0.1293357983046967,0.1623608558352054,100.0,110.0,31509.0,31871.0,4579.333333333333,6536.666666666667,,,,,,,0.14584832706995104,-0.03302505753050872,1.0114887809832112,0.002000000000000017,,
2025-10-27 05:25:00+00:00,25966.44921875,25967.80078125,25952.150390625,25955.30078125,0,25950,25961.51960665837,25949.90549533773,26018.3821171875,215748,0.1575657247266033,0.1565896127290102,100.0,110.0,29162.33333333333,25031.666666666668,4536.0,5871.666666666667,,,,,,,0.15707766872780676,0.0009761119975930932,0.8583560986203667,0.001999999999999954,,
2025-10-27 05:30:00+00:00,25967.69921875,25979.400390625,25960.44921875,25966.55078125,0,25950,25963.579477355583,25952.12971076427,26019.6346171875,491159,0.1591191320415286,0.1479150028117063,100.0,110.0,31658.666666666668,37179.0,6390.0,5203.333333333333,,,,,,,0.15351706742661747,0.011204129229822307,1.1743703672506738,0.002000000000000044,,
2025-10-27 05:35:00+00:00,25970.69921875,25976.05078125,25960.30078125,25968.900390625,0,25950,25965.95272448705,25954.450899262487,26022.6406171875,495262,0.1468049362880047,0.1555070902668748,100.0,110.0,31583.0,27400.33333333333,5396.333333333333,7556.0,,,,,,,0.15115601327743974,-0.008702153978870086,0.867565884600365,0.0019999999999999506,,
2025-10-27 05:40:00+00:00,25976.30078125,25981.30078125,25969.75,25973.099609375,0,26000,25969.40207674137,25957.182134510927,26028.2533828125,203871,0.1411114644950154,0.1557564186934831,100.0,110.0,28291.0,28526.33333333333,3587.333333333333,6806.666666666667,,,,,,,0.14843394159424927,-0.014644954198467702,1.0083183108880325,0.002000000000000058,,
2025-10-27 05:45:00+00:00,25968.19921875,25980.94921875,25965.80078125,25975.650390625,0,25950,25969.001124077586,25958.55927004081,26020.1356171875,499909,0.1533444886277401,0.1432301731174901,100.0,110.0,27979.0,38436.66666666666,7367.666666666667,5884.333333333333,,,,,,,0.1482873308726151,0.010114315510250022,1.3737684215542605,0.0020000000000000516,,
2025-10-27 05:50:00+00:00,25980.44921875,25981.650390625,25967.099609375,25968.69921875,0,26000,25972.817155635057,25961.295513629462,26032.4101171875,178729,0.1431031846647667,0.1515240585121811,100.0,110.0,31416.666666666668,31677.0,3209.333333333333,6349.666666666667,,,,,,,0.1473136215884739,-0.008420873847414384,1.0082864721485412,0.0020000000000000334,,
2025-10-27 05:55:00+00:00,25977.849609375,25986.900390625,25973.69921875,25981.849609375,0,26000,25974.49464021504,25963.364775597656,26029.80530859375,355121,0.1508240985844371,0.1609149459280075,100.0,110.0,22263.33333333333,38822.333333333336,6530.333333333333,4937.0,,,,,,,0.1558695222562223,-0.010090847343570408,1.7437790088336582,0.001999999999999998,,
2025-10-27 06:00:00+00:00,25972.19921875,25979.349609375,25969.5,25978.44921875,0,25950,25973.72949972669,25964.4690809917,26024.1436171875,328963,0.1658342446608139,0.1411862554125459,100.0,110.0,15118.666666666666,23700.666666666668,6072.0,6142.333333333333,,,,,,,0.1535102500366799,0.024647989248268,1.5676426492636035,0.001999999999999974,,
2025-10-27 06:05:00+00:00,25973.05078125,25978.650390625,25969.30078125,25972.400390625,0,25950,25973.503260234465,25965.54179352399,26024.9968828125,479983,0.1408009400719845,0.1331358813793668,100.0,110.0,33108.333333333336,30407.0,7160.666666666667,6810.666666666667,,,,,,,0.13696841072567564,0.007665058692617688,0.9184092625220236,0.001999999999999937,,
2025-10-27 06:10:00+00:00,25957.25,25975.099609375,25955.150390625,25973.650390625,0,25950,25968.08550682298,25964.50531933349,26009.1645,169437,0.145697069479152,0.1535001990929839,100.0,110.0,43330.333333333336,29487.666666666668,5007.333333333333,5932.666666666667,,,,,,,0.14959863428606796,-0.007803129613831894,0.6805317291197083,0.0019999999999999597,,
2025-10-27 06:15:00+00:00,25961.69921875,25964.349609375,25946.25,25957.19921875,0,25950,25965.95674413199,25964.15455676056,26013.6226171875,323217,0.1590014093294711,0.1470128589422331,100.0,110.0,38259.333333333336,30954.33333333333,3809.6666666666665,4665.666666666667,,,,,,,0.1530071341358521,0.011988550387238006,0.8090661973548936,0.0019999999999999497,,
2025-10-27 06:20:00+00:00,25971.099609375,25972.80078125,25959.849609375,25961.150390625,0,25950,25967.67103254633,25965.02268833736,26023.04180859375,216673,0.1531361842178757,0.1514935097271118,100.0,110.0,28279.0,42717.66666666666,5855.0,8430.333333333334,,,,,,,0.15231484697249376,0.0016426744907638846,1.5105791105296036,0.001999999999999962,,
2025-10-27 06:25:00+00:00,25994.900390625,25995.099609375,25971.30078125,25971.30078125,0,26000,25976.747485239222,25968.757401123312,26046.89019140625,415812,0.1508076117700198,0.1519126397641279,100.0,110.0,28351.666666666668,33306.0,3652.0,4669.333333333333,,,,,,,0.15136012576707386,-0.001105027994108082,1.1747457527482217,0.002000000000000065,,
2025-10-27 06:30:00+00:00,25997.099609375,26001.44921875,25993.150390625,25994.94921875,0,26000,25983.53152661781,25972.30017715477,26049.09380859375,437001,0.1587935139295303,0.1530522256661118,100.0,110.0,29184.666666666668,31898.666666666668,5027.0,3594.0,,,,,,,0.15592286979782105,0.00574128826341852,1.0929940379651415,0.0019999999999999497,,
2025-10-27 06:35:00+00:00,25993.650390625,26004.900390625,25989.80078125,25998.0,0,26000,25986.90448128688,25974.96895383855,26045.63769140625,443510,0.1521771981458006,0.1433646655126027,100.0,110.0,21621.33333333333,34903.0,4188.333333333333,8491.333333333334,,,,,,,0.14777093182920165,0.008812532633197895,1.614285273803651,0.0019999999999999753,,
2025-10-27 06:40:00+00:00,25996.25,25998.099609375,25990.94921875,25993.849609375,0,26000,25990.01965419125,25977.62908460873,26048.2425,326399,0.1357913949319572,0.1485741457056476,100.0,110.0,32252.33333333333,30884.33333333333,2518.333333333333,7965.333333333333,,,,,,,0.1421827703188024,-0.012782750773690399,0.9575844641731348,0.0020000000000000113,,
2025-10-27 06:45:00+00:00,25990.5,26001.099609375,25987.349609375,25996.849609375,0,26000,25990.17976946084,25979.23794903264,26042.481,277464,0.1473886147272041,0.1626292806252794,100.0,110.0,12017.666666666666,29573.666666666668,8595.666666666666,6266.666666666667,,,,,,,0.15500894767624174,-0.015240665898075295,2.460849305189582,0.001999999999999991,,
2025-10-27 06:50:00+00:00,25987.0,25991.400390625,25982.599609375,25991.05078125,0,26000,25989.119846307225,25980.208205403564,26038.974,143445,0.1398330723671363,0.1495284674794148,100.0,110.0,31763.33333333333,25645.666666666668,6969.666666666667,6511.666666666667,,,,,,,0.14468076992327555,-0.009695395112278515,0.8073984678350301,0.0019999999999999363,,
2025-10-27 06:55:00+00:00,25968.900390625,25993.80078125,25965.69921875,25987.75,0,25950,25982.380027746483,25978.794728556244,26020.83819140625,103572,0.1597945513802231,0.1403597027798636,100.0,110.0,24295.33333333333,11805.666666666666,6881.0,5685.333333333333,,,,,,,0.15007712708004334,0.019434848600359517,0.48592322256674814,0.001999999999999937,,
2025-10-27 07:00:00+00:00,25976.0,25977.75,25957.150390625,25969.900390625,0,26000,25980.253351831,25978.44538748672,26027.952,469431,0.1367827801132163,0.1614981143173686,100.0,110.0,44892.66666666666,22484.33333333333,7362.666666666667,6763.333333333333,,,,,,,0.14914044721529246,-0.02471533420415231,0.5008464634164451,0.002000000000000044,,
2025-10-27 07:05:00+00:00,25977.94921875,25979.30078125,25966.69921875,25975.94921875,0,26000,25979.485307470663,25978.383366394624,26029.9051171875,241230,0.1649192637983797,0.1516909103851048,100.0,110.0,40353.0,21995.666666666668,4029.0,7107.0,,,,,,,0.15830508709174224,0.013228353413274913,0.545081323982521,0.0019999999999999944,,
2025-10-27 07:10:00+00:00,25974.30078125,25980.69921875,25969.80078125,25977.25,0,25950,25977.75713206378,25977.873043251548,26026.2493828125,172444,0.1446287301080875,0.1524323616210146,100.0,110.0,34927.666666666664,27500.33333333333,5343.333333333333,3207.0,,,,,,,0.14853054586455106,-0.007803631512927095,0.7873510015937699,0.002000000000000027,,
2025-10-27 07:15:00+00:00,25964.69921875,25983.0,25964.5,25974.900390625,0,25950,25973.40449429252,25976.22631518885,26016.6286171875,262546,0.1311981037733424,0.1433748584655848,100.0,110.0,18113.33333333333,27514.666666666668,6241.333333333333,6343.333333333333,,,,,,,0.1372864811194636,-0.012176754692242386,1.519028340080972,0.0019999999999999966,,
2025-10-27 07:20:00+00:00,25976.94921875,25977.05078125,25956.30078125,25964.44921875,0,26000,25974.586069111683,25976.316678134,26028.9031171875,371736,0.1404265206454023,0.1369346711796745,100.0,110.0,18979.33333333333,22176.33333333333,3993.6666666666665,3930.3333333333335,,,,,,,0.1386805959125384,0.003491849465727781,1.1684463802732798,0.001999999999999979,,
2025-10-27 07:25:00+00:00,25974.400390625,25979.5,25971.5,25978.0,0,25950,25974.5241762828,25976.07714219537,26026.34919140625,268070,0.149001518658909,0.1529381950659548,100.0,110.0,42025.333333333336,26718.33333333333,8347.0,3509.6666666666665,,,,,,,0.15096985686243192,-0.003936676407045786,0.6357673149528854,0.0020000000000000235,,
2025-10-27 07:30:00+00:00,25971.69921875,25977.650390625,25967.44921875,25974.69921875,0,25950,25973.582523771867,25975.5299017647,26023.6426171875,223700,0.1621148467077048,0.1493505000758896,100.0,110.0,20344.0,28701.0,5614.333333333333,7770.666666666667,,,,,,,0.1557326733917972,0.012764346631815193,1.4107845064883995,0.001999999999999966,,
2025-10-27 07:35:00+00:00,25963.900390625,25972.94921875,25962.55078125,25972.0,0,25950,25970.355146056245,25974.07621287224,26015.82819140625,415618,0.1411435274763832,0.1511669067486628,100.0,110.0,42072.333333333336,29386.0,6891.333333333333,6010.333333333333,,,,,,,0.146155217112523,-0.010023379272279587,0.6984637568631801,0.0019999999999999987,,
2025-10-27 07:40:00+00:00,25970.599609375,25972.0,25958.25,25964.849609375,0,25950,25970.43663382917,25973.641637435085,26022.54080859375,380292,0.1566128935123764,0.155818429132654,100.0,110.0,24421.33333333333,15698.666666666666,4992.0,5171.333333333333,,,,,,,0.1562156613225152,0.0007944643797223871,0.6428259445293734,0.001999999999999954,,
2025-10-27 07:45:00+00:00,25940.0,25971.0,25937.30078125,25970.650390625,0,25950,25960.29108921945,25969.436432755698,25991.88,367803,0.1518801600938514,0.1457917279680337,100.0,110.0,19791.0,24467.0,5408.0,3424.333333333333,,,,,,,0.14883594403094255,0.006088432125817722,1.2362690111666919,0.002000000000000039,,
2025-10-27 07:50:00+00:00,25943.44921875,25944.099609375,25918.400390625,25940.099609375,0,25950,25954.6771323963,25966.188031004986,25995.3361171875,181900,0.1516916614943853,0.1316413292319474,100.0,110.0,20258.0,31744.666666666668,5763.0,6196.666666666667,,,,,,,0.14166649536316633,0.02005033226243788,1.5670187909303321,0.0020000000000000135,,
2025-10-27 07:55:00+00:00,25939.55078125,25948.94921875,25934.19921875,25943.599609375,0,25950,25949.635015347536,25962.858374785614,25991.4298828125,350285,0.1335338033037052,0.1592522090560387,100.0,110.0,25220.33333333333,21138.0,6354.0,4028.6666666666665,,,,,,,0.14639300617987194,-0.0257184057523335,0.8381332522699939,0.001999999999999972,,
2025-10-27 08:00:00+00:00,25925.44921875,25940.25,25924.849609375,25940.25,0,25950,25941.57308314836,25958.182230281163,25977.3001171875,402015,0.1411804010493914,0.1540827512222563,100.0,110.0,38775.66666666666,27636.0,6675.0,6003.333333333333,,,,,,,0.14763157613582384,-0.012902350172864896,0.7127150188692223,0.0020000000000000113,,
2025-10-27 08:05:00+00:00,25941.30078125,25942.94921875,25921.05078125,25926.849609375,0,25950,25941.48231584891,25956.072049152262,25993.1833828125,460820,0.1629296448120329,0.1638758350961449,100.0,110.0,20197.33333333333,30787.33333333333,5825.0,5655.333333333333,,,,,,,0.16340273995408888,-0.0009461902841119973,1.5243266437813574,0.0020000000000000694,,
2025-10-27 08:10:00+00:00,25944.650390625,25944.849609375,25932.44921875,25942.099609375,0,25950,25942.53834077428,25954.64434183636,25996.53969140625,102073,0.1421229523660346,0.1397660890512014,100.0,110.0,16914.333333333332,25175.666666666668,4902.0,7856.666666666667,,,,,,,0.140944520708618,0.002356863314833202,1.4884220483613506,0.0020000000000000473,,
2025-10-27 08:15:00+00:00,25947.75,25947.75,25934.44921875,25944.44921875,0,25950,25944.275560516184,25953.78254910681,25999.6455,475227,0.1609901107706672,0.1446981338034618,100.0,110.0,28389.0,26666.0,7025.666666666667,4147.666666666667,,,,,,,0.1528441222870645,0.016291976967205385,0.9393074782486174,0.0019999999999999506,,
2025-10-27 08:20:00+00:00,25963.5,25966.099609375,25947.80078125,25948.0,0,25950,25950.68370701079,25954.99723046846,26015.427,270691,0.1378453219993761,0.135588474048354,100.0,110.0,24358.33333333333,26618.0,2797.333333333333,2328.0,,,,,,,0.13671689802386505,0.0022568479510221007,1.0927677044132742,0.0019999999999999875,,
2025-10-27 08:25:00+00:00,25954.25,25963.30078125,25949.5,25963.150390625,0,25950,25951.87247134053,25954.903826659905,26006.1585,161925,0.1663958442913355,0.1637573475734899,100.0,110.0,31650.666666666668,33322.0,5741.333333333333,5548.666666666667,,,,,,,0.1650765959324127,0.0026384967178456065,1.052805628106833,0.0020000000000000525,,
2025-10-27 08:30:00+00:00,25956.150390625,25960.849609375,25948.55078125,25954.30078125,0,25950,25953.29844443536,25955.05964715554,26008.06269140625,306091,0.1402569311435305,0.1441104236470972,100.0,110.0,34328.0,28837.0,6794.333333333333,5543.0,,,,,,,0.14218367739531385,-0.0038534925035667023,0.8400431134933581,0.001999999999999947,,
2025-10-27 08:35:00+00:00,25959.099609375,25964.099609375,25952.94921875,25958.349609375,0,25950,25955.232166081907,25955.56464243297,26011.01780859375,458514,0.1486788147219757,0.1483968190055021,100.0,110.0,32188.0,19548.666666666668,5849.666666666667,7300.0,,,,,,,0.1485378168637389,0.000281995716473582,0.6073277826104967,0.002000000000000054,,
2025-10-27 08:40:00+00:00,25938.5,25959.400390625,25936.099609375,25958.849609375,0,25950,25949.654777387943,25953.43156212885,25990.377,189364,0.1505822321706294,0.150429731252774,100.0,110.0,24686.0,29327.33333333333,4491.0,6622.0,,,,,,,0.1505059817117017,0.00015250091785540265,1.1880147992114287,0.0020000000000000157,,
2025-10-27 08:45:00+00:00,25983.150390625,25984.099609375,25938.05078125,25939.30078125,0,26000,25960.819981800298,25957.14641569087,26035.11669140625,468176,0.1390270517164388,0.1470695505921884,100.0,110.0,30998.33333333333,33042.0,7737.666666666667,5196.333333333333,,,,,,,0.1430483011543136,-0.008042498875749593,1.0659282757137483,0.0019999999999999506,,
2025-10-27 08:50:00+00:00,25976.80078125,25983.5,25960.94921875,25983.5,0,26000,25966.1469149502,25959.60321138576,26028.7543828125,292770,0.1501555233376772,0.1507482717678269,100.0,110.0,29846.666666666668,44024.0,6787.666666666667,4980.666666666667,,,,,,,0.15045189755275207,-0.0005927484301496977,1.475005584096493,0.002000000000000066,,
2025-10-27 08:55:00+00:00,25977.80078125,25979.400390625,25969.849609375,25977.0,0,26000,25970.03153705013,25961.8779076188,26029.7563828125,190996,0.1373236836646869,0.1466674601851779,100.0,110.0,28124.0,25404.33333333333,3170.333333333333,5059.0,,,,,,,0.1419955719249324,-0.00934377652049101,0.9032973024226045,0.001999999999999942,,
2025-10-27 09:00:00+00:00,25978.75,25984.900390625,25972.75,25977.150390625,0,26000,25972.93769136676,25963.986919166444,26030.7075,190024,0.1643133799869937,0.1571176568560113,100.0,110.0,13377.0,19006.666666666668,4588.333333333333,1706.3333333333333,,,,,,,0.1607155184215025,0.007195723130982379,1.420846726969176,0.002000000000000017,,
2025-10-27 09:05:00+00:00,25969.349609375,25983.150390625,25968.5,25979.0,0,25950,25971.741664036177,25964.657255442515,26021.28830859375,253851,0.1432172824133781,0.1763889278743372,100.0,110.0,17817.0,25642.666666666668,5530.0,8913.0,,,,,,,0.15980310514385765,-0.033171645460959076,1.439224710482498,0.0020000000000000044,,
2025-10-27 09:10:00+00:00,25967.05078125,25972.349609375,25960.400390625,25970.05078125,0,25950,25970.178036440782,25964.95644616845,26018.9848828125,405986,0.1433981794706381,0.1396235920526046,100.0,110.0,23252.33333333333,31010.0,6004.666666666667,6275.666666666667,,,,,,,0.14151088576162135,0.0037745874180334926,1.3336295998967849,0.001999999999999983,,
2025-10-27 09:15:00+00:00,25929.849609375,25971.400390625,25929.349609375,25967.19921875,0,25950,25956.73522741886,25960.56809156927,25981.70930859375,124811,0.1292556031802298,0.1510188510584795,100.0,110.0,26661.33333333333,11793.333333333334,4566.333333333333,6492.333333333333,,,,,,,0.14013722711935467,-0.02176324787824971,0.4423384676935388,0.001999999999999945,,
2025-10-27 09:20:00+00:00,25949.44921875,25957.30078125,25926.75,25929.19921875,0,25950,25954.306557862576,25959.17823246686,26001.3481171875,399961,0.1421758800280712,0.1653561154129188,100.0,110.0,32188.0,45030.66666666666,7708.333333333333,4925.666666666667,,,,,,,0.15376599772049498,-0.02318023538484762,1.398989271364069,0.0019999999999999675,,
2025-10-27 09:25:00+00:00,25958.19921875,25960.05078125,25945.650390625,25949.75,0,25950,25955.60411149172,25959.055855752253,26010.1156171875,239274,0.1518602607707415,0.1477880868539074,100.0,110.0,33953.666666666664,28848.33333333333,6185.0,7189.0,,,,,,,0.14982417381232443,0.004072173916834093,0.8496382324932996,0.0020000000000000347,,
2025-10-27 09:30:00+00:00,25948.5,25968.599609375,25947.650390625,25958.400390625,0,25950,25953.23607432781,25957.73637378322,26000.397,149723,0.1422856944520703,0.1505462132370447,100.0,110.0,16846.333333333332,32676.33333333333,6142.0,6261.0,,,,,,,0.1464159538445575,-0.008260518784974413,1.9396703535883177,0.0020000000000000326,,
2025-10-27 09:35:00+00:00,25968.900390625,25970.150390625,25945.80078125,25948.650390625,0,25950,25958.457513093545,25959.131875888444,26020.83819140625,221352,0.156542699427462,0.1454232898048233,100.0,110.0,21106.666666666668,25253.33333333333,7160.333333333333,5289.666666666667,,,,,,,0.15098299461614265,0.011119409622638687,1.196462413139608,0.001999999999999937,,
2025-10-27 09:40:00+00:00,25963.80078125,25970.650390625,25961.69921875,25970.19921875,0,25950,25960.238602479032,25959.71548905864,26015.7283828125,126674,0.1485683036844053,0.1414288535568778,100.0,110.0,25809.666666666668,24287.666666666668,3996.0,8408.666666666666,,,,,,,0.14499857862064153,0.007139450127527508,0.9410298466982655,0.002000000000000002,,
2025-10-27 09:45:00+00:00,25968.05078125,25969.349609375,25958.05078125,25963.75,0,25950,25962.84266206936,25960.75740058256,26019.9868828125,445563,0.136323017216288,0.1637515484369397,100.0,110.0,40066.333333333336,26933.666666666668,2947.0,4802.333333333333,,,,,,,0.15003728282661385,-0.027428531220651697,0.6722268904067421,0.0019999999999999987,,
2025-10-27 09:50:00+00:00,25967.25,25970.599609375,25962.400390625,25968.650390625,0,25950,25964.311774712907,25961.56897550974,26019.1845,442139,0.1561828765238596,0.1643442149152915,100.0,110.0,31012.33333333333,19955.0,5383.333333333333,5033.333333333333,,,,,,,0.16026354571957555,-0.008161338391431905,0.6434536797188216,0.0019999999999999766,,
2025-10-27 09:55:00+00:00,25974.0,25981.0,25966.94921875,25966.94921875,0,25950,25967.54118314194,25963.122853571025,26025.948,273167,0.1485052314969032,0.1444618610367896,100.0,110.0,17364.0,18163.0,5685.333333333333,4443.333333333333,,,,,,,0.1464835462668464,0.0040433704601136045,1.0460147431467404,0.002000000000000012,,
2025-10-28 03:45:00+00:00,25968.099609375,26004.05078125,25937.099609375,25937.099609375,0,25950,25967.72732521963,25963.74494804652,26020.03580859375,256276,0.1391217887483824,0.1471229298466605,100.0,110.0,40463.66666666666,25832.666666666668,5791.333333333333,3759.0,,,,,,,0.14312235929752146,-0.008001141098278097,0.6384163570610674,0.002000000000000055,,
2025-10-28 03:50:00+00:00,25971.349609375,25999.19921875,25952.599609375,25968.05078125,0,25950,25968.93475327142,25964.695530712583,26023.29230859375,319766,0.1550843513558518,0.1420030769693449,100.0,110.0,15918.0,24928.0,6359.0,5122.666666666667,,,,,,,0.14854371416259834,0.013081274386506914,1.566025882648574,0.002000000000000036,,
2025-10-28 03:55:00+00:00,25988.849609375,25988.849609375,25956.099609375,25971.849609375,0,26000,25975.57303863928,25967.714790545386,26040.82730859375,179890,0.1538587593497209,0.1546898706474912,100.0,110.0,34870.666666666664,24222.33333333333,6541.666666666667,4524.666666666667,,,,,,,0.15427431499860605,-0.0008311112977703039,0.6946335028486215,0.0020000000000000304,,
