Datetime,Close,High,Low,Open,Volume,ATM_Strike,EMA_5,EMA_15,Open_Interest
2025-10-27 06:10:00+00:00,26009.1645,25975.099609375,25955.150390625,25973.650390625,0,25950,25968.08550682298,25964.50531933349,169437
2025-10-27 06:15:00+00:00,26013.6226171875,25964.349609375,25946.25,25957.19921875,0,25950,25965.95674413199,25964.154556760557,323217
2025-10-27 06:20:00+00:00,26023.04180859375,25972.80078125,25959.849609375,25961.150390625,0,25950,25967.67103254633,25965.02268833736,216673
2025-10-27 06:25:00+00:00,26046.89019140625,25995.099609375,25971.30078125,25971.30078125,0,26000,25976.747485239222,25968.757401123312,415812
2025-10-27 06:30:00+00:00,26049.09380859375,26001.44921875,25993.150390625,25994.94921875,0,26000,25983.53152661781,25972.30017715477,437001
2025-10-27 06:35:00+00:00,26045.63769140625,26004.900390625,25989.80078125,25998.0,0,26000,25986.90448128688,25974.96895383855,443510
2025-10-27 06:40:00+00:00,26048.2425,25998.099609375,25990.94921875,25993.849609375,0,26000,25990.01965419125,25977.62908460873,326399
2025-10-27 06:45:00+00:00,26042.481,26001.099609375,25987.349609375,25996.849609375,0,26000,25990.17976946084,25979.23794903264,277464
2025-10-27 06:50:00+00:00,26038.974,25991.400390625,25982.599609375,25991.05078125,0,26000,25989.119846307225,25980.208205403564,143445
2025-10-27 06:55:00+00:00,26020.83819140625,25993.80078125,25965.69921875,25987.75,0,25950,25982.380027746483,25978.794728556244,103572
2025-10-27 07:00:00+00:00,26027.952,25977.75,25957.150390625,25969.900390625,0,26000,25980.253351830997,25978.445387486718,469431
2025-10-27 07:05:00+00:00,26029.9051171875,25979.30078125,25966.69921875,25975.94921875,0,26000,25979.485307470663,25978.383366394624,241230
2025-10-27 07:10:00+00:00,26026.2493828125,25980.69921875,25969.80078125,25977.25,0,25950,25977.75713206378,25977.873043251548,172444
2025-10-27 07:15:00+00:00,26016.6286171875,25983.0,25964.5,25974.900390625,0,25950,25973.40449429252,25976.22631518885,262546
2025-10-27 07:20:00+00:00,26028.9031171875,25977.05078125,25956.30078125,25964.44921875,0,26000,25974.586069111683,25976.316678134,371736
2025-10-27 07:25:00+00:00,26026.34919140625,25979.5,25971.5,25978.0,0,25950,25974.524176282797,25976.07714219537,268070
2025-10-27 07:30:00+00:00,26023.6426171875,25977.650390625,25967.44921875,25974.69921875,0,25950,25973.582523771867,25975.5299017647,223700
2025-10-27 07:35:00+00:00,26015.82819140625,25972.94921875,25962.55078125,25972.0,0,25950,25970.355146056245,25974.07621287224,415618
2025-10-27 07:40:00+00:00,26022.54080859375,25972.0,25958.25,25964.849609375,0,25950,25970.43663382917,25973.641637435085,380292
2025-10-27 07:45:00+00:00,25991.88,25971.0,25937.30078125,25970.650390625,0,25950,25960.29108921945,25969.436432755698,367803
2025-10-27 07:50:00+00:00,25995.3361171875,25944.099609375,25918.400390625,25940.099609375,0,25950,25954.6771323963,25966.188031004986,181900
2025-10-27 07:55:00+00:00,25991.4298828125,25948.94921875,25934.19921875,25943.599609375,0,25950,25949.635015347536,25962.858374785614,350285
2025-10-27 08:00:00+00:00,25977.3001171875,25940.25,25924.849609375,25940.25,0,25950,25941.57308314836,25958.182230281163,402015
2025-10-27 08:05:00+00:00,25993.1833828125,25942.94921875,25921.05078125,25926.849609375,0,25950,25941.48231584891,25956.072049152262,460820
2025-10-27 08:10:00+00:00,25996.53969140625,25944.849609375,25932.44921875,25942.099609375,0,25950,25942.538340774277,25954.64434183636,102073
2025-10-27 08:15:00+00:00,25999.6455,25947.75,25934.44921875,25944.44921875,0,25950,25944.275560516184,25953.78254910681,475227
2025-10-27 08:20:00+00:00,26015.427,25966.099609375,25947.80078125,25948.0,0,25950,25950.68370701079,25954.99723046846,270691
2025-10-27 08:25:00+00:00,26006.1585,25963.30078125,25949.5,25963.150390625,0,25950,25951.87247134053,25954.903826659905,161925
2025-10-27 08:30:00+00:00,26008.06269140625,25960.849609375,25948.55078125,25954.30078125,0,25950,25953.29844443536,25955.05964715554,306091
2025-10-27 08:35:00+00:00,26011.01780859375,25964.099609375,25952.94921875,25958.349609375,0,25950,25955.232166081907,25955.56464243297,458514
2025-10-27 08:40:00+00:00,25990.377,25959.400390625,25936.099609375,25958.849609375,0,25950,25949.654777387943,25953.43156212885,189364
2025-10-27 08:45:00+00:00,26035.11669140625,25984.099609375,25938.05078125,25939.30078125,0,26000,25960.819981800298,25957.14641569087,468176
2025-10-27 08:50:00+00:00,26028.7543828125,25983.5,25960.94921875,25983.5,0,26000,25966.1469149502,25959.60321138576,292770
2025-10-27 08:55:00+00:00,26029.7563828125,25979.400390625,25969.849609375,25977.0,0,26000,25970.03153705013,25961.877907618797,190996
2025-10-27 09:00:00+00:00,26030.7075,25984.900390625,25972.75,25977.150390625,0,26000,25972.93769136676,25963.986919166444,190024
2025-10-27 09:05:00+00:00,26021.28830859375,25983.150390625,25968.5,25979.0,0,25950,25971.741664036177,25964.657255442515,253851
2025-10-27 09:10:00+00:00,26018.9848828125,25972.349609375,25960.400390625,25970.05078125,0,25950,25970.178036440782,25964.95644616845,405986
2025-10-27 09:15:00+00:00,25981.70930859375,25971.400390625,25929.349609375,25967.19921875,0,25950,25956.73522741886,25960.56809156927,124811
2025-10-27 09:20:00+00:00,26001.3481171875,25957.30078125,25926.75,25929.19921875,0,25950,25954.306557862576,25959.17823246686,399961
2025-10-27 09:25:00+00:00,26010.1156171875,25960.05078125,25945.650390625,25949.75,0,25950,25955.60411149172,25959.055855752253,239274
2025-10-27 09:30:00+00:00,26000.397,25968.599609375,25947.650390625,25958.400390625,0,25950,25953.23607432781,25957.73637378322,149723
2025-10-27 09:35:00+00:00,26020.83819140625,25970.150390625,25945.80078125,25948.650390625,0,25950,25958.457513093545,25959.131875888444,221352
2025-10-27 09:40:00+00:00,26015.7283828125,25970.650390625,25961.69921875,25970.19921875,0,25950,25960.238602479032,25959.71548905864,126674
2025-10-27 09:45:00+00:00,26019.9868828125,25969.349609375,25958.05078125,25963.75,0,25950,25962.84266206936,25960.75740058256,445563
2025-10-27 09:50:00+00:00,26019.1845,25970.599609375,25962.400390625,25968.650390625,0,25950,25964.311774712907,25961.56897550974,442139
2025-10-27 09:55:00+00:00,26025.948,25981.0,25966.94921875,25966.94921875,0,25950,25967.54118314194,25963.122853571025,273167
2025-10-28 03:45:00+00:00,26020.03580859375,26004.05078125,25937.099609375,25937.099609375,0,25950,25967.72732521963,25963.74494804652,256276
2025-10-28 03:50:00+00:00,26023.29230859375,25999.19921875,25952.599609375,25968.05078125,0,25950,25968.93475327142,25964.695530712583,319766
2025-10-28 03:55:00+00:00,26040.82730859375,25988.849609375,25956.099609375,25971.849609375,0,26000,25975.57303863928,25967.714790545386,179890
2025-10-28 04:00:00+00:00,26080.8583828125,26032.69921875,25978.099609375,25987.44921875,0,26050,25993.31561950952,25975.350539383464,322862
2025-10-28 04:05:00+00:00,26076.44919140625,26039.25,26024.400390625,26028.650390625,0,26000,26003.67720988135,25981.48177078865,390818
2025-10-28 04:10:00+00:00,26071.539,26040.900390625,26007.55078125,26024.849609375,0,26000,26008.95147325424,25986.23404944007,352292
2025-10-28 04:15:00+00:00,26061.519,26027.30078125,26005.19921875,26019.599609375,0,26000,26009.134315502823,25989.14229326006,153719
2025-10-28 04:20:00+00:00,26023.3921171875,26013.30078125,25959.849609375,26010.099609375,0,25950,25996.572616585217,25986.930658946305,380831
2025-10-28 04:25:00+00:00,26022.2413828125,25981.900390625,25956.05078125,25973.400390625,0,25950,25987.815338140143,25984.851924234263,133250
2025-10-28 04:30:00+00:00,25980.50769140625,25970.05078125,25927.44921875,25969.5,0,25950,25968.09368896843,25977.826732533107,100939
2025-10-28 04:35:00+00:00,25959.0136171875,25932.349609375,25895.55078125,25928.650390625,0,25900,25947.79553222896,25968.99829331022,140614
2025-10-28 04:40:00+00:00,25957.0605,25907.900390625,25886.55078125,25907.55078125,0,25900,25933.61368815264,25961.02975664644,368742
2025-10-28 04:45:00+00:00,25953.15230859375,25912.5,25893.05078125,25905.099609375,0,25900,25922.85899522676,25953.56973823751,246906
2025-10-28 04:50:00+00:00,25950.19719140625,25910.150390625,25886.900390625,25901.099609375,0,25900,25914.706127026177,25946.673569785948,442831
2025-10-28 04:55:00+00:00,25953.303,25908.349609375,25887.900390625,25899.25,0,25900,25910.30408468412,25941.026873562703,132151
2025-10-28 05:00:00+00:00,25932.5623828125,25902.5,25871.400390625,25901.150390625,0,25900,25900.46965020608,25933.498612023614,260899
2025-10-28 05:05:00+00:00,25922.39169140625,25885.55078125,25866.80078125,25880.900390625,0,25850,25890.529897012388,25925.64258434879,334879
2025-10-28 05:10:00+00:00,25942.93269140625,25893.44921875,25870.94921875,25873.150390625,0,25900,25890.736728216594,25921.331060133318,125973
2025-10-28 05:15:00+00:00,25941.4786171875,25904.349609375,25882.650390625,25891.349609375,0,25900,25890.39089172773,25917.3770799604,474081
2025-10-28 05:20:00+00:00,25909.9665,25889.900390625,25857.75,25889.5,0,25850,25879.677261151824,25909.98619496535,432630
2025-10-28 05:25:00+00:00,25914.225,25867.099609375,25854.150390625,25857.80078125,0,25850,25873.95150743455,25904.05042059468,104026
2025-10-28 05:30:00+00:00,25893.6331171875,25865.05078125,25840.19921875,25861.650390625,0,25850,25863.28407787304,25896.28777036409,366412
2025-10-28 05:35:00+00:00,25904.5063828125,25855.25,25840.75,25842.44921875,0,25850,25859.78964566536,25890.851896724835,370274
2025-10-28 05:40:00+00:00,25904.0053828125,25858.349609375,25847.55078125,25853.25,0,25850,25857.29335752691,25886.03300729048,220830
2025-10-28 05:45:00+00:00,25913.7748828125,25867.94921875,25844.69921875,25852.25,0,25850,25858.87916543461,25883.03522903542,238338
2025-10-28 05:50:00+00:00,25923.2938828125,25876.19921875,25858.5,25862.0,0,25850,25863.103037373075,25881.599673062243,450962
2025-10-28 05:55:00+00:00,25931.959617187502,25892.69921875,25870.5,25870.5,0,25900,25868.80176449872,25881.42461627321,466686
2025-10-28 06:00:00+00:00,25924.245,25893.849609375,25872.5,25879.80078125,0,25850,25870.034509665813,25880.309039239062,373631
2025-10-28 06:05:00+00:00,25932.91269140625,25882.849609375,25869.75,25872.849609375,0,25900,25873.73980331888,25880.414208162303,142061
2025-10-28 06:10:00+00:00,25929.8068828125,25894.5,25877.099609375,25881.19921875,0,25900,25875.176795962587,25880.118779798264,365694
2025-10-28 06:15:00+00:00,25939.275,25891.55078125,25869.599609375,25877.5,0,25900,25879.28453064173,25881.04143232348,356635
2025-10-28 06:20:00+00:00,25928.8048828125,25899.400390625,25877.0,25887.69921875,0,25900,25878.539947511155,25880.54260093929,176201
2025-10-28 06:25:00+00:00,25900.34769140625,25880.19921875,25848.650390625,25877.150390625,0,25850,25868.57676188244,25876.55607465001,395995
2025-10-28 06:30:00+00:00,25896.84069140625,25855.30078125,25843.25,25848.75,0,25850,25860.76797146329,25872.630364146884,230979
2025-10-28 06:35:00+00:00,25887.77180859375,25849.80078125,25827.150390625,25845.25,0,25850,25852.54518410053,25868.0640198004,115798
2025-10-28 06:40:00+00:00,25895.33769140625,25850.349609375,25826.400390625,25836.0,0,25850,25849.58025294202,25865.012316153472,386355
2025-10-28 06:45:00+00:00,25903.4535,25855.150390625,25829.650390625,25843.94921875,0,25850,25850.30350196135,25863.354526634288,268649
2025-10-28 06:50:00+00:00,25920.08630859375,25869.75,25849.150390625,25852.19921875,0,25850,25856.31887109924,25863.97891197688,266806
2025-10-28 06:55:00+00:00,25914.9765,25875.55078125,25863.25,25868.05078125,0,25850,25858.62924739949,25863.887797979765,118217
2025-10-28 07:00:00+00:00,25925.6971171875,25876.19921875,25854.25,25862.599609375,0,25850,25863.73590451633,25865.14547557605,321987
2025-10-28 07:05:00+00:00,25951.4986171875,25905.599609375,25872.25,25872.80078125,0,25900,25875.723675927555,25869.46469347279,197573
2025-10-28 07:10:00+00:00,25980.858,25931.69921875,25898.55078125,25899.30078125,0,25950,25893.48245061837,25876.90660678869,372151
2025-10-28 07:15:00+00:00,25968.8848828125,25941.900390625,25912.55078125,25930.150390625,0,25900,25901.33856082892,25881.92462859636,467709
2025-10-28 07:20:00+00:00,25992.8311171875,25945.650390625,25911.94921875,25919.94921875,0,25950,25914.54211346928,25889.302702365563,260526
2025-10-28 07:25:00+00:00,25987.3201171875,25947.19921875,25923.650390625,25939.650390625,0,25950,25921.51114856285,25895.07101691362,172387
2025-10-28 07:30:00+00:00,25970.98869140625,25949.05078125,25919.150390625,25934.75,0,25900,25920.72422925024,25898.08093862754,394411
2025-10-28 07:35:00+00:00,25992.73130859375,25944.19921875,25910.69921875,25919.099609375,0,25950,25927.432689291825,25903.427022470973,208081
2025-10-28 07:40:00+00:00,25978.20230859375,25941.599609375,25924.05078125,25939.900390625,0,25950,25927.071662652885,25906.292345833976,259879
2025-10-28 07:45:00+00:00,25978.6543828125,25938.599609375,25902.25,25926.05078125,0,25950,25926.981368851924,25908.85590026098,336722
2025-10-28 07:50:00+00:00,25991.379,25939.900390625,25920.80078125,25927.19921875,0,25950,25931.154245901285,25912.68641272836,348037
2025-10-28 07:55:00+00:00,25994.9368828125,25956.0,25934.900390625,25939.849609375,0,25950,25935.11975768419,25916.481958793564,195493
2025-10-28 08:00:00+00:00,25991.02869140625,25953.849609375,25937.94921875,25940.0,0,25950,25936.4633019978,25919.315512772493,328940
2025-10-28 08:05:00+00:00,25982.71130859375,25939.75,25924.19921875,25938.80078125,0,25950,25934.59207112353,25920.757274847805,151420
2025-10-28 08:10:00+00:00,25931.35880859375,25930.650390625,25879.599609375,25930.150390625,0,25900,25916.26125054069,25915.612566663705,201278
2025-10-28 08:15:00+00:00,25933.764,25901.69921875,25869.5,25878.94921875,0,25900,25904.840833693797,25911.41099583074,481100
2025-10-28 08:20:00+00:00,25925.59730859375,25889.69921875,25867.25,25882.150390625,0,25850,25894.51042558753,25906.715822523773,210604
2025-10-28 08:25:00+00:00,25934.11430859375,25888.25,25858.75,25873.400390625,0,25900,25890.456820183357,25903.67004588017,352586
2025-10-28 08:30:00+00:00,25909.61619140625,25900.25,25857.80078125,25882.5,0,25850,25879.60467699724,25897.94883897328,429528
2025-10-28 08:35:00+00:00,25914.37569140625,25868.650390625,25845.44921875,25857.94921875,0,25850,25873.953248206497,25893.536532929746,364278
2025-10-28 08:40:00+00:00,25925.4466171875,25876.19921875,25841.55078125,25861.599609375,0,25850,25873.868571721,25891.05686865728,369089
2025-10-28 08:45:00+00:00,25904.2558828125,25876.94921875,25845.25,25872.650390625,0,25850,25866.762641564,25886.24360773137,258513
2025-10-28 08:50:00+00:00,25903.30280859375,25860.75,25842.349609375,25852.150390625,0,25850,25861.708297501005,25881.913107936824,294060
2025-10-28 08:55:00+00:00,25885.167,25854.599609375,25810.5,25850.94921875,0,25850,25852.30553166734,25875.86146944472,295958
2025-10-28 09:00:00+00:00,25882.6111171875,25834.05078125,25820.5,25832.94921875,0,25850,25845.186760694894,25870.24743810788,179188
2025-10-28 09:05:00+00:00,25884.81669140625,25846.80078125,25818.5,25830.0,0,25850,25841.174637338267,25865.61030717252,376521
2025-10-28 09:10:00+00:00,25878.4035,25846.75,25825.69921875,25832.80078125,0,25850,25836.366424892178,25860.752768775958,499431
2025-10-28 09:15:00+00:00,25869.3855,25856.0,25817.75,25825.05078125,0,25800,25830.16094992812,25855.37742267896,109122
2025-10-28 09:20:00+00:00,25885.9185,25848.75,25814.599609375,25817.75,0,25850,25831.523966618748,25852.73649484409,265371
2025-10-28 09:25:00+00:00,25902.30080859375,25868.650390625,25832.650390625,25833.599609375,0,25850,25837.882514204168,25852.469384160457,213847
2025-10-28 09:30:00+00:00,25971.99069140625,25921.150390625,25852.69921875,25852.69921875,0,25900,25865.30513967778,25860.92950996853,172607
2025-10-28 09:35:00+00:00,25970.68730859375,25940.849609375,25908.150390625,25917.05078125,0,25900,25883.153296243523,25868.16952239433,412999
2025-10-28 09:40:00+00:00,25994.886,25948.75,25912.05078125,25916.69921875,0,25950,25903.10219749568,25877.523332095043,170645
2025-10-28 09:45:00+00:00,26014.1236171875,25966.55078125,25941.75,25941.849609375,0,25950,25922.801204580457,25888.107817926917,333682
2025-10-28 09:50:00+00:00,26002.50080859375,25966.69921875,25944.900390625,25959.650390625,0,25950,25932.06733951197,25895.919291857925,234510
2025-10-28 09:55:00+00:00,26017.33119140625,25968.150390625,25940.55078125,25948.400390625,0,25950,25943.17835654965,25904.60442920381,194701
2025-10-29 03:45:00+00:00,26031.7095,26022.05078125,25968.349609375,25979.900390625,0,26000,25955.368904366434,25913.997625553333,235280
2025-10-29 03:50:00+00:00,26040.5278828125,25992.5,25968.400390625,25980.55078125,0,26000,25966.42952999429,25923.31677001541,494387
2025-10-29 03:55:00+00:00,26062.02,26016.849609375,25988.150390625,25990.30078125,0,26000,25980.9530199962,25934.15217376349,314559
2025-10-29 04:00:00+00:00,26048.34230859375,26024.80078125,25996.30078125,26010.75,0,26000,25986.0852164558,25941.92685321493,207189
2025-10-29 04:05:00+00:00,26017.1296171875,25996.900390625,25963.349609375,25996.900390625,0,25950,25979.12321722054,25944.83589890681,334373
2025-10-29 04:10:00+00:00,26024.2453828125,25975.25,25960.55078125,25965.69921875,0,25950,25976.849071897028,25948.269009199717,454265
2025-10-29 04:15:00+00:00,26020.08669140625,25995.5,25965.0,25970.55078125,0,25950,25973.94951147302,25950.754181877877,497197
2025-10-29 04:20:00+00:00,26040.1756171875,25988.75,25966.0,25968.150390625,0,26000,25978.699413898685,25955.434811486888,441902
2025-10-29 04:25:00+00:00,26035.6666171875,25995.599609375,25979.25,25988.400390625,0,26000,25980.366015515792,25958.967862394777,382385
2025-10-29 04:30:00+00:00,26047.5418828125,26004.94921875,25983.599609375,25983.599609375,0,26000,25985.427604093864,25963.54072725168,411827
2025-10-29 04:35:00+00:00,26050.64769140625,25999.19921875,25986.099609375,25996.0,0,26000,25989.835199604244,25967.929435173344,338027
2025-10-29 04:40:00+00:00,26049.6946171875,26016.25,25994.30078125,25997.80078125,0,26000,25992.456539319497,25971.650658120427,495803
2025-10-29 04:45:00+00:00,26039.9251171875,26003.94921875,25987.650390625,25998.19921875,0,26000,25990.954099129667,25973.687978199123,375052
2025-10-29 04:50:00+00:00,26064.024,26018.44921875,25988.75,25988.75,0,26000,25997.96939941978,25978.47698092423,206525
2025-10-29 04:55:00+00:00,26092.48119140625,26042.349609375,26011.44921875,26012.30078125,0,26050,26012.11306315486,25986.217407136828,379184
2025-10-29 05:00:00+00:00,26113.3725,26064.0,26038.349609375,26040.900390625,0,26050,26028.49204210324,25995.596481244724,145408
2025-10-29 05:05:00+00:00,26095.8375,26062.30078125,26043.30078125,26060.75,0,26050,26033.57802806883,26001.615671089134,298614
2025-10-29 05:10:00+00:00,26098.24269140625,26050.44921875,26040.75,26043.650390625,0,26050,26037.768815587555,26007.18251103112,175011
2025-10-29 05:15:00+00:00,26088.3733828125,26050.599609375,26034.75,26045.80078125,0,26050,26037.27947080837,26010.82229480848,240786
2025-10-29 05:20:00+00:00,26076.95019140625,26040.5,26022.0,26035.05078125,0,26000,26033.15311074725,26012.582056785544,270169
2025-10-29 05:25:00+00:00,26093.48319140625,26047.599609375,26022.55078125,26023.599609375,0,26050,26035.90220403984,26016.184348515475,204191
2025-10-29 05:30:00+00:00,26084.96619140625,26046.94921875,26031.599609375,26040.30078125,0,26050,26034.901599568228,26018.273853779167,270959
2025-10-29 05:35:00+00:00,26087.571,26038.099609375,26030.349609375,26032.69921875,0,26050,26035.101066378826,26020.42712205677,430568
2025-10-29 05:40:00+00:00,26074.4941171875,26045.349609375,26017.69921875,26035.69921875,0,26000,26030.88378383588,26020.679884143425,148305
2025-10-29 05:45:00+00:00,26066.9791171875,26028.80078125,26007.900390625,26022.30078125,0,26000,26025.572262140588,26019.963550969245,488889
2025-10-29 05:50:00+00:00,26087.6218828125,26039.650390625,26011.099609375,26014.849609375,0,26050,26028.89843517706,26021.911954754338,484520
2025-10-29 05:55:00+00:00,26092.7806171875,26049.0,26034.599609375,26035.5,0,26050,26032.832029701374,26024.2603627538,368905
2025-10-29 06:00:00+00:00,26089.2736171875,26043.94921875,26032.0,26040.349609375,0,26050,26034.287759384253,26025.877719753324,329694
2025-10-29 06:05:00+00:00,26093.583,26042.5,26028.5,26036.849609375,0,26050,26036.691839589505,26027.83050478416,236227
2025-10-29 06:10:00+00:00,26101.69880859375,26053.94921875,26035.25,26040.19921875,0,26050,26040.994429518003,26030.55164285801,292741
2025-10-29 06:15:00+00:00,26090.92730859375,26052.650390625,26036.30078125,26049.55078125,0,26050,26040.279489470337,26031.588888672635,143526
2025-10-29 06:20:00+00:00,26086.5181171875,26041.099609375,26033.099609375,26038.69921875,0,26050,26038.33606589689,26031.946429932304,238748
2025-10-29 06:25:00+00:00,26086.2676171875,26035.599609375,26024.44921875,26034.849609375,0,26050,26036.95711684793,26032.228028534515,385478
2025-10-29 06:30:00+00:00,26097.69080859375,26046.099609375,26025.55078125,26034.80078125,0,26050,26039.83794769029,26033.899476139577,445839
2025-10-29 06:35:00+00:00,26109.76569140625,26061.400390625,26043.349609375,26046.80078125,0,26050,26045.77542866853,26036.86834045025,192579
2025-10-29 06:40:00+00:00,26106.8595,26063.650390625,26052.75,26057.69921875,0,26050,26048.766952445687,26039.10354789397,117544
2025-10-29 06:45:00+00:00,26110.9183828125,26062.69921875,26053.150390625,26055.19921875,0,26050,26052.111562047125,26041.565702063475,257360
2025-10-29 06:50:00+00:00,26101.8495,26061.099609375,26049.55078125,26059.599609375,0,26050,26051.324374698084,26042.588739305545,310577
2025-10-29 06:55:00+00:00,26117.4313828125,26069.349609375,26048.94921875,26049.94921875,0,26050,26055.98317688206,26045.4277445486,453353
2025-10-29 07:00:00+00:00,26109.0631171875,26076.19921875,26056.0,26065.94921875,0,26050,26056.30519083804,26046.867928823776,330224
2025-10-29 07:05:00+00:00,26116.128,26067.55078125,26056.849609375,26056.849609375,0,26050,26058.870127225364,26049.009437720804,416800
2025-10-29 07:10:00+00:00,26125.146,26076.55078125,26061.650390625,26064.19921875,0,26050,26063.580084816916,26052.008258005702,221642
2025-10-29 07:15:00+00:00,26132.56119140625,26083.900390625,26072.099609375,26073.05078125,0,26100,26069.18685341961,26055.55727458312,377697
2025-10-29 07:20:00+00:00,26123.8426171875,26082.05078125,26068.599609375,26082.05078125,0,26050,26070.024308529744,26057.575017603976,118263
2025-10-29 07:25:00+00:00,26125.99730859375,26075.849609375,26067.94921875,26071.849609375,0,26050,26071.299408811497,26059.609341575357,124775
2025-10-29 07:30:00+00:00,26110.816617187502,26077.44921875,26058.5,26073.900390625,0,26050,26067.099345457667,26059.495576222183,455496
2025-10-29 07:35:00+00:00,26129.3536171875,26079.25,26056.94921875,26059.400390625,0,26100,26070.46596988845,26061.70853153816,244396
2025-10-29 07:40:00+00:00,26132.4105,26084.30078125,26073.05078125,26077.650390625,0,26100,26073.72731325897,26064.026215095888,345464
2025-10-29 07:45:00+00:00,26134.81569140625,26085.25,26076.599609375,26080.0,0,26100,26076.701672380983,26066.354237037027,139870
2025-10-29 07:50:00+00:00,26131.50830859375,26085.150390625,26072.94921875,26082.19921875,0,26100,26077.584318045658,26067.978658579275,447687
2025-10-29 07:55:00+00:00,26119.28469140625,26082.25,26066.150390625,26080.849609375,0,26050,26074.10634223877,26067.87512508499,369569
2025-10-29 08:00:00+00:00,26141.8786171875,26091.099609375,26064.30078125,26068.0,0,26100,26079.30396774252,26070.603136793117,106081
2025-10-29 08:05:00+00:00,26146.83969140625,26095.94921875,26083.55078125,26090.19921875,0,26100,26084.41944203668,26073.609043522098,367643
2025-10-29 08:10:00+00:00,26124.144,26097.849609375,26070.400390625,26095.400390625,0,26050,26080.27962802446,26073.407913081835,472873
