timestamp,Strike,Type,LTP,IV,OI,Volume
2025-10-27 04:05:00+00:00,25850,PE,110,0.17436997510718913,30628,6847
2025-10-27 04:05:00+00:00,25900,CE,100,0.15042227181016513,32425,6310
2025-10-27 04:05:00+00:00,25900,PE,110,0.174073303002346,16540,8485
2025-10-27 04:05:00+00:00,25950,CE,100,0.15691662411423704,7089,4995
2025-10-27 04:05:00+00:00,25950,PE,110,0.17492820186802938,39311,9680
2025-10-27 04:10:00+00:00,25900,CE,100,0.12930171281113995,13768,6270
2025-10-27 04:10:00+00:00,25900,PE,110,0.1303006408119257,21385,7525
2025-10-27 04:10:00+00:00,25950,CE,100,0.17766339025825645,21181,4327
2025-10-27 04:10:00+00:00,25950,PE,110,0.14281947141021306,28852,6931
2025-10-27 04:10:00+00:00,26000,CE,100,0.16592278195519733,37885,8996
2025-10-27 04:10:00+00:00,26000,PE,110,0.17518375311486792,36929,1215
2025-10-27 04:15:00+00:00,25900,CE,100,0.14062201753035278,27428,3006
2025-10-27 04:15:00+00:00,25900,PE,110,0.1606933551702477,23167,8411
2025-10-27 04:15:00+00:00,25950,CE,100,0.12529091806464654,12683,2281
2025-10-27 04:15:00+00:00,25950,PE,110,0.1529275310446327,9641,2782
2025-10-27 04:15:00+00:00,26000,CE,100,0.12435832951625797,49266,6066
2025-10-27 04:15:00+00:00,26000,PE,110,0.14236724704567844,6539,5444
2025-10-27 04:20:00+00:00,25900,CE,100,0.1492037878165199,37542,8937
2025-10-27 04:20:00+00:00,25900,PE,110,0.1330832839110404,32489,5967
2025-10-27 04:20:00+00:00,25950,CE,100,0.1425039826260705,5544,7754
2025-10-27 04:20:00+00:00,25950,PE,110,0.15332841556101695,10987,1369
2025-10-27 04:20:00+00:00,26000,CE,100,0.1750464862197035,26568,2906
2025-10-27 04:20:00+00:00,26000,PE,110,0.15059715911477622,33358,2269
2025-10-27 04:25:00+00:00,25900,CE,100,0.15600774312948337,25882,8899
2025-10-27 04:25:00+00:00,25900,PE,110,0.14376825407250673,13681,5387
2025-10-27 04:25:00+00:00,25950,CE,100,0.12676067059684215,31808,9826
2025-10-27 04:25:00+00:00,25950,PE,110,0.1580753740414383,43925,8493
2025-10-27 04:25:00+00:00,26000,CE,100,0.1384816313365248,49310,6140
2025-10-27 04:25:00+00:00,26000,PE,110,0.15078858810638024,44584,6684
2025-10-27 04:30:00+00:00,25900,CE,100,0.1530410541721217,31870,3991
2025-10-27 04:30:00+00:00,25900,PE,110,0.14648903356369308,9931,8980
2025-10-27 04:30:00+00:00,25950,CE,100,0.14846132475839316,12823,4474
2025-10-27 04:30:00+00:00,25950,PE,110,0.14942359581058612,7503,9775
2025-10-27 04:30:00+00:00,26000,CE,100,0.17927689508226147,31414,2485
2025-10-27 04:30:00+00:00,26000,PE,110,0.12146358142866424,41055,2368
2025-10-27 04:35:00+00:00,25900,CE,100,0.1364652212215028,45007,3137
2025-10-27 04:35:00+00:00,25900,PE,110,0.13042983278146203,17241,6352
2025-10-27 04:35:00+00:00,25950,CE,100,0.12577406460138038,40564,8959
2025-10-27 04:35:00+00:00,25950,PE,110,0.17237033848347888,7502,9858
2025-10-27 04:35:00+00:00,26000,CE,100,0.13843415243179974,12830,6055
2025-10-27 04:35:00+00:00,26000,PE,110,0.13940609960059386,27440,2876
2025-10-27 04:40:00+00:00,25900,CE,100,0.15158151520576826,39738,3057
2025-10-27 04:40:00+00:00,25900,PE,110,0.1536825859467014,13851,7155
2025-10-27 04:40:00+00:00,25950,CE,100,0.1615530464939652,14858,4495
2025-10-27 04:40:00+00:00,25950,PE,110,0.1768018866175556,6500,3342
2025-10-27 04:40:00+00:00,26000,CE,100,0.16724799703130713,12773,2439
2025-10-27 04:40:00+00:00,26000,PE,110,0.13681360541876403,31027,2753
2025-10-27 04:45:00+00:00,25900,CE,100,0.1797106983009763,47035,7381
2025-10-27 04:45:00+00:00,25900,PE,110,0.1581796686689596,48404,8387
2025-10-27 04:45:00+00:00,25950,CE,100,0.1381373460131411,15512,7320
2025-10-27 04:45:00+00:00,25950,PE,110,0.14207591689735183,30044,5677
2025-10-27 04:45:00+00:00,26000,CE,100,0.15058602443517022,38140,1807
2025-10-27 04:45:00+00:00,26000,PE,110,0.13089879407932356,9933,5213
2025-10-27 04:50:00+00:00,25950,CE,100,0.15356007356875273,41207,6716
2025-10-27 04:50:00+00:00,25950,PE,110,0.14671450537801614,37969,9686
2025-10-27 04:50:00+00:00,26000,CE,100,0.17569826794569188,6802,4885
2025-10-27 04:50:00+00:00,26000,PE,110,0.14121217701287336,36077,8130
2025-10-27 04:50:00+00:00,26050,CE,100,0.1288939707836166,43555,9702
2025-10-27 04:50:00+00:00,26050,PE,110,0.17909221431940142,43227,8530
2025-10-27 04:55:00+00:00,25900,CE,100,0.14997800719928403,16487,9191
2025-10-27 04:55:00+00:00,25900,PE,110,0.1465288750633135,20988,9099
2025-10-27 04:55:00+00:00,25950,CE,100,0.15375876335010713,16026,7385
2025-10-27 04:55:00+00:00,25950,PE,110,0.1583874200650054,24686,8965
2025-10-27 04:55:00+00:00,26000,CE,100,0.16011733278741497,41515,8148
2025-10-27 04:55:00+00:00,26000,PE,110,0.126746233225463,21567,9323
2025-10-27 05:00:00+00:00,25900,CE,100,0.16368870901847926,13401,1082
2025-10-27 05:00:00+00:00,25900,PE,110,0.1558541441503366,36736,9119
2025-10-27 05:00:00+00:00,25950,CE,100,0.16231292825941235,7518,6720
2025-10-27 05:00:00+00:00,25950,PE,110,0.1590299136983882,47955,3209
2025-10-27 05:00:00+00:00,26000,CE,100,0.13673414335361794,42142,5233
2025-10-27 05:00:00+00:00,26000,PE,110,0.1385241902210995,21098,4656
2025-10-27 05:05:00+00:00,25900,CE,100,0.16583927245865082,34369,5214
2025-10-27 05:05:00+00:00,25900,PE,110,0.14232475294953628,23951,2592
2025-10-27 05:05:00+00:00,25950,CE,100,0.1311526223507921,41690,6207
2025-10-27 05:05:00+00:00,25950,PE,110,0.17541759147423436,40592,5995
2025-10-27 05:05:00+00:00,26000,CE,100,0.15279046454926606,30368,8950
2025-10-27 05:05:00+00:00,26000,PE,110,0.17990639667761332,39967,9548
2025-10-27 05:10:00+00:00,25900,CE,100,0.123927743166005,20225,9272
2025-10-27 05:10:00+00:00,25900,PE,110,0.17115711883053986,25112,1246
2025-10-27 05:10:00+00:00,25950,CE,100,0.1589258049735399,37270,4180
2025-10-27 05:10:00+00:00,25950,PE,110,0.15155870366643204,19677,9189
2025-10-27 05:10:00+00:00,26000,CE,100,0.12150382980505607,26655,5164
2025-10-27 05:10:00+00:00,26000,PE,110,0.1419740244588631,35330,8306
2025-10-27 05:15:00+00:00,25900,CE,100,0.17759433433569152,8278,7997
2025-10-27 05:15:00+00:00,25900,PE,110,0.17551680948433845,6490,6092
2025-10-27 05:15:00+00:00,25950,CE,100,0.17304756602460486,11630,9397
2025-10-27 05:15:00+00:00,25950,PE,110,0.13748893245068583,11674,2688
2025-10-27 05:15:00+00:00,26000,CE,100,0.12467269493718433,42378,1944
2025-10-27 05:15:00+00:00,26000,PE,110,0.12730774892852031,17193,8419
2025-10-27 05:20:00+00:00,25900,CE,100,0.1284196483935403,44796,2944
2025-10-27 05:20:00+00:00,25900,PE,110,0.16696640640714938,24908,5623
2025-10-27 05:20:00+00:00,25950,CE,100,0.12604318422740873,29359,5608
2025-10-27 05:20:00+00:00,25950,PE,110,0.16494251654342268,27108,5338
2025-10-27 05:20:00+00:00,26000,CE,100,0.13354456229314127,20372,5186
2025-10-27 05:20:00+00:00,26000,PE,110,0.15517364455504432,43597,8649
2025-10-27 05:25:00+00:00,25900,CE,100,0.17819788376444606,22451,4747
2025-10-27 05:25:00+00:00,25900,PE,110,0.12261018703870488,12402,7123
2025-10-27 05:25:00+00:00,25950,CE,100,0.13363740540569452,25195,3474
2025-10-27 05:25:00+00:00,25950,PE,110,0.17491058221219422,29672,9358
2025-10-27 05:25:00+00:00,26000,CE,100,0.16086188500966958,39841,5387
2025-10-27 05:25:00+00:00,26000,PE,110,0.17224806893613176,33021,1134
2025-10-27 05:30:00+00:00,25900,CE,100,0.1577165852914396,47865,3142
2025-10-27 05:30:00+00:00,25900,PE,110,0.15857801696063126,41107,6375
2025-10-27 05:30:00+00:00,25950,CE,100,0.14016191995776917,38183,6775
2025-10-27 05:30:00+00:00,25950,PE,110,0.13307885893430374,30599,2553
2025-10-27 05:30:00+00:00,26000,CE,100,0.17947889087537716,8928,9253
2025-10-27 05:30:00+00:00,26000,PE,110,0.15208813254018416,39831,6682
2025-10-27 05:35:00+00:00,25900,CE,100,0.16372181704161273,39587,9767
2025-10-27 05:35:00+00:00,25900,PE,110,0.1473754515833681,15726,7276
2025-10-27 05:35:00+00:00,25950,CE,100,0.124031290914689,8775,2716
2025-10-27 05:35:00+00:00,25950,PE,110,0.16771150191546996,27279,6602
2025-10-27 05:35:00+00:00,26000,CE,100,0.15266170090771244,46387,3706
2025-10-27 05:35:00+00:00,26000,PE,110,0.15143431730178664,39196,8790
2025-10-27 05:40:00+00:00,25950,CE,100,0.12693397070168286,37223,1222
2025-10-27 05:40:00+00:00,25950,PE,110,0.1596865875157849,20121,2262
2025-10-27 05:40:00+00:00,26000,CE,100,0.12201878694694049,37375,4907
2025-10-27 05:40:00+00:00,26000,PE,110,0.16578799308457293,41421,8955
2025-10-27 05:40:00+00:00,26050,CE,100,0.17438163583642316,10275,4633
2025-10-27 05:40:00+00:00,26050,PE,110,0.14179467548009167,24037,9203
2025-10-27 05:45:00+00:00,25900,CE,100,0.16818619169266139,24315,5076
2025-10-27 05:45:00+00:00,25900,PE,110,0.15999480257539725,43351,3896
2025-10-27 05:45:00+00:00,25950,CE,100,0.14908743080935932,12839,7407
2025-10-27 05:45:00+00:00,25950,PE,110,0.1340136377986142,34222,5838
2025-10-27 05:45:00+00:00,26000,CE,100,0.14275984338119982,46783,9620
2025-10-27 05:45:00+00:00,26000,PE,110,0.13568207897845894,37737,7919
2025-10-27 05:50:00+00:00,25950,CE,100,0.12837476195552958,47127,3365
2025-10-27 05:50:00+00:00,25950,PE,110,0.13235297294406753,36159,4384
2025-10-27 05:50:00+00:00,26000,CE,100,0.16649095226039629,34960,5150
2025-10-27 05:50:00+00:00,26000,PE,110,0.17154615298236195,15367,6143
2025-10-27 05:50:00+00:00,26050,CE,100,0.13444383977837443,12163,1113
2025-10-27 05:50:00+00:00,26050,PE,110,0.150673049610114,43505,8522
2025-10-27 05:55:00+00:00,25950,CE,100,0.16407685783607834,41851,4085
2025-10-27 05:55:00+00:00,25950,PE,110,0.16366886710279122,40978,6650
2025-10-27 05:55:00+00:00,26000,CE,100,0.14397280086381592,10672,8920
2025-10-27 05:55:00+00:00,26000,PE,110,0.15751814623469726,27966,1508
2025-10-27 05:55:00+00:00,26050,CE,100,0.1444226370534173,14267,6586
2025-10-27 05:55:00+00:00,26050,PE,110,0.16155782444653438,47523,6653
2025-10-27 06:00:00+00:00,25900,CE,100,0.17795737321408198,16914,2315
2025-10-27 06:00:00+00:00,25900,PE,110,0.12397475307392147,47857,3760
2025-10-27 06:00:00+00:00,25950,CE,100,0.16706455274241844,23380,5980
2025-10-27 06:00:00+00:00,25950,PE,110,0.16778367152137058,5398,8802
2025-10-27 06:00:00+00:00,26000,CE,100,0.1524808080259415,5062,9921
2025-10-27 06:00:00+00:00,26000,PE,110,0.13180034164234586,17847,5865
2025-10-27 06:05:00+00:00,25900,CE,100,0.15470270703381223,26407,3014
2025-10-27 06:05:00+00:00,25900,PE,110,0.14945931895845452,39669,6947
2025-10-27 06:05:00+00:00,25950,CE,100,0.1284107664139944,27123,9630
2025-10-27 06:05:00+00:00,25950,PE,110,0.12640140448928835,9057,5643
2025-10-27 06:05:00+00:00,26000,CE,100,0.13928934676814703,45795,8838
2025-10-27 06:05:00+00:00,26000,PE,110,0.1235469206903577,42495,7842
2025-10-27 06:10:00+00:00,25900,CE,100,0.16438008101821014,41360,4647
2025-10-27 06:10:00+00:00,25900,PE,110,0.1232503474600197,46925,7853
2025-10-27 06:10:00+00:00,25950,CE,100,0.1506883615566904,42020,2831
2025-10-27 06:10:00+00:00,25950,PE,110,0.1726736763419169,13925,6393
2025-10-27 06:10:00+00:00,26000,CE,100,0.12202276586255568,46611,7544
2025-10-27 06:10:00+00:00,26000,PE,110,0.16457657347701532,27613,3552
2025-10-27 06:15:00+00:00,25900,CE,100,0.1587595204804137,44188,7528
2025-10-27 06:15:00+00:00,25900,PE,110,0.15195688992815082,31595,6267
2025-10-27 06:15:00+00:00,25950,CE,100,0.14607686394512368,25926,1757
2025-10-27 06:15:00+00:00,25950,PE,110,0.14104673380741167,47009,5516
2025-10-27 06:15:00+00:00,26000,CE,100,0.17216784356287612,44664,2144
2025-10-27 06:15:00+00:00,26000,PE,110,0.1480349530911369,14259,2214
2025-10-27 06:20:00+00:00,25900,CE,100,0.15235356885651832,25616,2768
2025-10-27 06:20:00+00:00,25900,PE,110,0.1251031333663478,32563,9190
2025-10-27 06:20:00+00:00,25950,CE,100,0.16664539351917745,11500,7399
2025-10-27 06:20:00+00:00,25950,PE,110,0.17585405356489425,49876,8376
2025-10-27 06:20:00+00:00,26000,CE,100,0.14040959027793157,47721,7398
2025-10-27 06:20:00+00:00,26000,PE,110,0.15352334225009362,45714,7725
2025-10-27 06:25:00+00:00,25950,CE,100,0.13942860140962665,41785,2578
2025-10-27 06:25:00+00:00,25950,PE,110,0.14969056021536814,24803,6227
2025-10-27 06:25:00+00:00,26000,CE,100,0.15750603069827662,15799,2391
2025-10-27 06:25:00+00:00,26000,PE,110,0.14560672657447504,36256,2021
2025-10-27 06:25:00+00:00,26050,CE,100,0.15548820320215634,27471,5987
2025-10-27 06:25:00+00:00,26050,PE,110,0.16044063250254076,38859,5760
2025-10-27 06:30:00+00:00,25950,CE,100,0.13241705805285242,46110,2778
2025-10-27 06:30:00+00:00,25950,PE,110,0.16166640233967833,46668,5300
2025-10-27 06:30:00+00:00,26000,CE,100,0.1798297302181685,17415,6787
2025-10-27 06:30:00+00:00,26000,PE,110,0.1393479023789358,17445,2985
2025-10-27 06:30:00+00:00,26050,CE,100,0.16413375351757029,24029,5516
2025-10-27 06:30:00+00:00,26050,PE,110,0.1581423722797215,31583,2497
2025-10-27 06:35:00+00:00,25950,CE,100,0.13651662310115661,7018,2226
2025-10-27 06:35:00+00:00,25950,PE,110,0.1520804101549073,48769,9348
2025-10-27 06:35:00+00:00,26000,CE,100,0.15089588551394006,32897,3332
2025-10-27 06:35:00+00:00,26000,PE,110,0.137733272205243,19219,8057
2025-10-27 06:35:00+00:00,26050,CE,100,0.16911908582230534,24949,7007
2025-10-27 06:35:00+00:00,26050,PE,110,0.1402803141776578,36721,8069
2025-10-27 06:40:00+00:00,25950,CE,100,0.138099840884448,30051,3397
2025-10-27 06:40:00+00:00,25950,PE,110,0.161210650905225,38988,5084
2025-10-27 06:40:00+00:00,26000,CE,100,0.13449860519854237,40116,2650
2025-10-27 06:40:00+00:00,26000,PE,110,0.12658685601122308,17123,9359
2025-10-27 06:40:00+00:00,26050,CE,100,0.13477573871288154,26590,1508
2025-10-27 06:40:00+00:00,26050,PE,110,0.15792493020049483,36542,9453
2025-10-27 06:45:00+00:00,25950,CE,100,0.1364566999362554,18093,8657
2025-10-27 06:45:00+00:00,25950,PE,110,0.17153995438029168,33169,4849
2025-10-27 06:45:00+00:00,26000,CE,100,0.15656954296171172,8653,7956
2025-10-27 06:45:00+00:00,26000,PE,110,0.1622033046043695,11205,5809
2025-10-27 06:45:00+00:00,26050,CE,100,0.1491396012836452,9307,9174
2025-10-27 06:45:00+00:00,26050,PE,110,0.15414458289117733,44347,8142
2025-10-27 06:50:00+00:00,25950,CE,100,0.1446301535000287,42217,6722
2025-10-27 06:50:00+00:00,25950,PE,110,0.12025728908231095,12952,4227
2025-10-27 06:50:00+00:00,26000,CE,100,0.13236805809410418,10067,4625
2025-10-27 06:50:00+00:00,26000,PE,110,0.17224951330881333,21761,7298
2025-10-27 06:50:00+00:00,26050,CE,100,0.14250100550727632,43006,9562
2025-10-27 06:50:00+00:00,26050,PE,110,0.15607860004712049,42224,8010
2025-10-27 06:55:00+00:00,25900,CE,100,0.16944619974260464,22470,4251
2025-10-27 06:55:00+00:00,25900,PE,110,0.12407552390182085,6049,1658
2025-10-27 06:55:00+00:00,25950,CE,100,0.14352918014371174,8712,9352
2025-10-27 06:55:00+00:00,25950,PE,110,0.15497525604462176,21857,7627
2025-10-27 06:55:00+00:00,26000,CE,100,0.166408274254353,41704,7040
2025-10-27 06:55:00+00:00,26000,PE,110,0.14202832839314838,7511,7771
2025-10-27 07:00:00+00:00,25950,CE,100,0.12146339143755874,46746,3375
2025-10-27 07:00:00+00:00,25950,PE,110,0.17614210502740554,12891,7084
2025-10-27 07:00:00+00:00,26000,CE,100,0.15882076069284873,42158,8878
2025-10-27 07:00:00+00:00,26000,PE,110,0.1762999429364497,27890,9075
2025-10-27 07:00:00+00:00,26050,CE,100,0.13006418820924168,45774,9835
2025-10-27 07:00:00+00:00,26050,PE,110,0.13205229498825077,26672,4131
2025-10-27 07:05:00+00:00,25950,CE,100,0.17648302417834172,48289,2724
2025-10-27 07:05:00+00:00,25950,PE,110,0.12189657143548865,19672,7608
2025-10-27 07:05:00+00:00,26000,CE,100,0.1661215047911815,33313,1691
2025-10-27 07:05:00+00:00,26000,PE,110,0.17288824205387263,7963,4795
2025-10-27 07:05:00+00:00,26050,CE,100,0.15215326242561603,39457,7672
2025-10-27 07:05:00+00:00,26050,PE,110,0.16028791766595324,38352,8918
2025-10-27 07:10:00+00:00,25900,CE,100,0.1330108658491439,33190,2673
2025-10-27 07:10:00+00:00,25900,PE,110,0.14426191584205883,30282,1449
2025-10-27 07:10:00+00:00,25950,CE,100,0.13244033031620708,25677,3458
2025-10-27 07:10:00+00:00,25950,PE,110,0.17944287064803568,44611,4004
2025-10-27 07:10:00+00:00,26000,CE,100,0.1684349941589118,45916,9899
2025-10-27 07:10:00+00:00,26000,PE,110,0.1335922983729494,7608,4168
2025-10-27 07:15:00+00:00,25900,CE,100,0.12255720058329471,20266,6308
2025-10-27 07:15:00+00:00,25900,PE,110,0.12040150570405941,25281,1155
2025-10-27 07:15:00+00:00,25950,CE,100,0.13444572987110037,11714,8428
2025-10-27 07:15:00+00:00,25950,PE,110,0.16904844298241312,16668,8184
2025-10-27 07:15:00+00:00,26000,CE,100,0.13659138086563255,22360,3988
2025-10-27 07:15:00+00:00,26000,PE,110,0.14067462671028208,40595,9691
2025-10-27 07:20:00+00:00,25950,CE,100,0.12631207719272633,8472,2494
2025-10-27 07:20:00+00:00,25950,PE,110,0.1341266604653887,17971,1206
2025-10-27 07:20:00+00:00,26000,CE,100,0.13713308145720232,33115,2582
2025-10-27 07:20:00+00:00,26000,PE,110,0.12096728810112749,34775,6658
2025-10-27 07:20:00+00:00,26050,CE,100,0.1578344032862784,15351,6905
2025-10-27 07:20:00+00:00,26050,PE,110,0.1557100649725074,13783,3927
2025-10-27 07:25:00+00:00,25900,CE,100,0.15873476138219975,35226,9118
2025-10-27 07:25:00+00:00,25900,PE,110,0.16311621385719433,17686,4160
2025-10-27 07:25:00+00:00,25950,CE,100,0.14048831799851974,41528,7728
2025-10-27 07:25:00+00:00,25950,PE,110,0.12664306772997053,17913,3265
2025-10-27 07:25:00+00:00,26000,CE,100,0.1477814765960077,49322,8195
2025-10-27 07:25:00+00:00,26000,PE,110,0.16905530361069973,44556,3104
2025-10-27 07:30:00+00:00,25900,CE,100,0.1736248290232626,5348,5869
2025-10-27 07:30:00+00:00,25900,PE,110,0.12768635099790546,37960,9012
2025-10-27 07:30:00+00:00,25950,CE,100,0.147980650574601,22124,1356
2025-10-27 07:30:00+00:00,25950,PE,110,0.1560309054359489,24969,5687
2025-10-27 07:30:00+00:00,26000,CE,100,0.16473906052525092,33560,9618
2025-10-27 07:30:00+00:00,26000,PE,110,0.16433424379381473,23174,8613
2025-10-27 07:35:00+00:00,25900,CE,100,0.13509554772312216,29338,4730
2025-10-27 07:35:00+00:00,25900,PE,110,0.17153923892841627,46482,2178
2025-10-27 07:35:00+00:00,25950,CE,100,0.14676728761081637,49077,7864
2025-10-27 07:35:00+00:00,25950,PE,110,0.13622456603911312,32236,7928
2025-10-27 07:35:00+00:00,26000,CE,100,0.14156774709521142,47802,8080
2025-10-27 07:35:00+00:00,26000,PE,110,0.14573691527845917,9440,7925
2025-10-27 07:40:00+00:00,25900,CE,100,0.1422562425503377,28397,2937
2025-10-27 07:40:00+00:00,25900,PE,110,0.14505820424018365,21351,2826
2025-10-27 07:40:00+00:00,25950,CE,100,0.17454169548561857,16751,8012
2025-10-27 07:40:00+00:00,25950,PE,110,0.1752481382977961,6165,7541
2025-10-27 07:40:00+00:00,26000,CE,100,0.15304074250117328,28116,4027
2025-10-27 07:40:00+00:00,26000,PE,110,0.1471489448599825,19580,5147
2025-10-27 07:45:00+00:00,25900,CE,100,0.15530769027102265,10694,7744
2025-10-27 07:45:00+00:00,25900,PE,110,0.1710444785230594,9464,3435
2025-10-27 07:45:00+00:00,25950,CE,100,0.16915332993817533,34704,2112
2025-10-27 07:45:00+00:00,25950,PE,110,0.1210066209698434,32557,5148
2025-10-27 07:45:00+00:00,26000,CE,100,0.1311794600723563,13975,6368
2025-10-27 07:45:00+00:00,26000,PE,110,0.14532408441119854,31380,1690
2025-10-27 07:50:00+00:00,25900,CE,100,0.1618875054438243,48843,4589
2025-10-27 07:50:00+00:00,25900,PE,110,0.1491881719785332,27137,7886
2025-10-27 07:50:00+00:00,25950,CE,100,0.17203195848645622,5489,4541
2025-10-27 07:50:00+00:00,25950,PE,110,0.12516246331089723,44745,8496
2025-10-27 07:50:00+00:00,26000,CE,100,0.12115552055287541,6442,8159
2025-10-27 07:50:00+00:00,26000,PE,110,0.12057335240641208,23352,2208
2025-10-27 07:55:00+00:00,25900,CE,100,0.12331894298695849,28178,8335
2025-10-27 07:55:00+00:00,25900,PE,110,0.17498287762976752,19293,8722
2025-10-27 07:55:00+00:00,25950,CE,100,0.1229197727052599,34900,3127
2025-10-27 07:55:00+00:00,25950,PE,110,0.12683435295828813,17712,1709
2025-10-27 07:55:00+00:00,26000,CE,100,0.1543626942188974,12583,7600
2025-10-27 07:55:00+00:00,26000,PE,110,0.17593939658006075,26409,1655
2025-10-27 08:00:00+00:00,25900,CE,100,0.14402248213929286,30086,8359
2025-10-27 08:00:00+00:00,25900,PE,110,0.1368313211409537,38092,7547
2025-10-27 08:00:00+00:00,25950,CE,100,0.15015477388816945,48328,4253
2025-10-27 08:00:00+00:00,25950,PE,110,0.16497176480335485,5262,3859
2025-10-27 08:00:00+00:00,26000,CE,100,0.12936394712071203,37913,7413
2025-10-27 08:00:00+00:00,26000,PE,110,0.16044516772246065,39554,6604
2025-10-27 08:05:00+00:00,25900,CE,100,0.17475129624272212,25481,7108
2025-10-27 08:05:00+00:00,25900,PE,110,0.1712203758462143,12557,6765
2025-10-27 08:05:00+00:00,25950,CE,100,0.16720668621937168,13428,7629
2025-10-27 08:05:00+00:00,25950,PE,110,0.14092368813163464,49693,6204
2025-10-27 08:05:00+00:00,26000,CE,100,0.14683095197400514,21683,2738
2025-10-27 08:05:00+00:00,26000,PE,110,0.1794834413105858,30112,3997
2025-10-27 08:10:00+00:00,25900,CE,100,0.13626044343417734,15410,1018
2025-10-27 08:10:00+00:00,25900,PE,110,0.16315661783143895,10994,4785
2025-10-27 08:10:00+00:00,25950,CE,100,0.14700744779417732,7770,7342
2025-10-27 08:10:00+00:00,25950,PE,110,0.132281020640308,17238,8996
2025-10-27 08:10:00+00:00,26000,CE,100,0.14310096586974927,27563,6346
2025-10-27 08:10:00+00:00,26000,PE,110,0.12386062868185752,47295,9789
2025-10-27 08:15:00+00:00,25900,CE,100,0.15516426901387834,45274,6644
2025-10-27 08:15:00+00:00,25900,PE,110,0.13384203400316944,38109,1488
2025-10-27 08:15:00+00:00,25950,CE,100,0.1799736021956719,22171,5455
2025-10-27 08:15:00+00:00,25950,PE,110,0.13318060493587022,6971,5757
2025-10-27 08:15:00+00:00,26000,CE,100,0.14783246110245166,17722,8978
2025-10-27 08:15:00+00:00,26000,PE,110,0.16707176247134603,34918,5198
2025-10-27 08:20:00+00:00,25900,CE,100,0.14378384970054697,16538,2408
2025-10-27 08:20:00+00:00,25900,PE,110,0.1265925005719282,38070,1028
2025-10-27 08:20:00+00:00,25950,CE,100,0.13913819262206753,8379,4950
2025-10-27 08:20:00+00:00,25950,PE,110,0.15447522943361733,31157,3684
2025-10-27 08:20:00+00:00,26000,CE,100,0.13061392367551417,48158,1034
2025-10-27 08:20:00+00:00,26000,PE,110,0.12569769213951676,10627,2272
2025-10-27 08:25:00+00:00,25900,CE,100,0.15109673096323653,48978,2735
2025-10-27 08:25:00+00:00,25900,PE,110,0.17104662895603734,34444,1029
2025-10-27 08:25:00+00:00,25950,CE,100,0.1748367132873046,11102,5178
2025-10-27 08:25:00+00:00,25950,PE,110,0.15808763373987922,39726,8210
2025-10-27 08:25:00+00:00,26000,CE,100,0.17325408862346547,34872,9311
2025-10-27 08:25:00+00:00,26000,PE,110,0.1621377800245533,25796,7407
2025-10-27 08:30:00+00:00,25900,CE,100,0.15628500655720665,48622,9969
2025-10-27 08:30:00+00:00,25900,PE,110,0.13577665156695357,15749,6945
2025-10-27 08:30:00+00:00,25950,CE,100,0.1386218466286377,47819,3290
2025-10-27 08:30:00+00:00,25950,PE,110,0.12091248980109653,38512,6645
2025-10-27 08:30:00+00:00,26000,CE,100,0.12586394024474723,6543,7124
2025-10-27 08:30:00+00:00,26000,PE,110,0.17564212957324182,32250,3039
